,lines,name
140,what you didn't have to beat him up, casino 
141,huh didn't no instead what did he say 'fuck him take him for everything he's got ', casino 
142,you can trust me you're askin' me for twenty five thousand i'm not out to make you feel bad i want to just be able to trust you you now it's about trust i have to be able to trust you with my life do you understand can i trust you can i trust you can i trust you answer me can i trust you, casino 
143,well if you want a coat you got it you know that it's not the money it's just why do you want it that's all i'm askin' am i not entitled to that no, casino 
144,well i mean you know i gotta ask you that's a lot of money you're not asking for a box of popcorn you know i mean well what's the difference i just need it, casino 
145,well i would you know sam it's just that well i need more than that i need twenty five thousand well why don't you take it out of your account there's a lot there, casino 
146,they didn't know what really moved her oh fabulous, casino 
147,hi nice to see you so i put two million in cash in a los angeles bank under the name of mr and mrs tom collins this was strictly my shakedown and kidnapping money, casino 
148,okay now look pay attention to me what i'm gonna tell you is very important, casino 
149,you do whatever you want do i keep my promises or do i keep my promises so do you think it's too much if i wear these in the same day, casino 
150,it's chinchilla you're kidding my god what is it, casino 
151,you sure uh huh, casino 
152,yeah it's all right that part of your life is over with right, casino 
153,why're you crying yeah, casino 
154,you know i'm doin' well now and i'm gonna do even better and so whatever happens if it doesn't work out between us i'm gonna make sure you're okay for the rest of your life and if there are kids especially you know i'll take care of you better than you'd ever imagine if it doesn't work out you know if it doesn't play out then what happens to me, casino 
155,i care about you a but i just don't have those kind of feelings for you i'm sorry i'm not in love with you yeah i know all that, casino 
156,i know i'd be a good father i know you'd be a good mother you got the wrong girl sam, casino 
157,within no time everything was set in place we got rid of the freelance scamsters the per was way up the gods were happy or as happy as the gods can ever be and i i decided to complicate my life for a guy who likes sure things i was about to bet the rest of my life on a real longshot good luck, casino 
158,but mostly thank you, casino 
159,that was all bullshit she just pocketed the cash i hit a few uh games on the way back, casino 
160,okay thank you for asking see you ginger, casino 
161,twenty years in order to find nothin' on me long suspected of running the tangiers without, casino 
162,in a wild and unprecedented outburst that followed his gaming license denial rothstein followed several you could put 'em on your expense account, casino 
163,'ace' rothstein accused the state's top gaming officials of corruption good evening everyone i'm paige novodor what should have been a routine licensing hearing turned into bedlam yesterday when the flamboyant tangiers casino executive sam, casino 
164,no no no no please please please please no please eight children, casino 
165,listen if you didn't know you're bein' scammed you're too fuckin' dumb to keep this job if you did know you were in on it either way you're out get out go on let's go this is not the way to treat people, casino 
166,you're firin' me listen you fuckin' yokel i've had it with you i've been carryin' your ass in this place ever since i got here get your ass and get your things and get out of here, casino 
167,the probability on one four reel machine is a million and a half to one on three machines in a row it's in the billions it cannot happen would not happen you fuckin' momo what's the matter with you didn't you see you were bein' set up on the second win hey ward you're pissin' me off now you're insulting my intelligence what do you think i'm a fuckin' idiot you know goddamn well somebody had to get into those machines and set those fuckin' reels, casino 
168,you didn't see the scam you didn't see what was goin' on well it happened so quick three guys won i didn't have a chance to call you, casino 
169,dang you are right mr rothstein i am so sorry don't thank me just do it you're the slots manager i shouldn't have to tell you this, casino 
170,the action is in the front not in the back bring 'em up front yeah okay, casino 
171,okay i'll what are they doin' way back there bring 'em up here where they belong you can't even see 'em over there, casino 
172,green ah yes here we are a little craps figures actual amount taken from craps tables before the skim hey hey, casino 
173,that was nineteen years ago and they were simple gambling pinches i had my license hearing coming up and i didn't wanna leave anything to chance, casino 
174,look what they did to my hand man god, casino 
175,well i i never tried can you do it with your left hand, casino 
176,i'm just curious i saw you shuffling your checks with your right hand can you do that with both hands we had to make an example of these pricks that the party was over, casino 
177,is this yours your pen what, casino 
178,yeah you're fuckin' right you made a bad mistake 'cause if you come back here we catch either one of you we're gonna break your fuckin' heads and you won't walk out of here you see that fuckin' saw we're gonna use it you don't fuck around in this place you got it, casino 
179,yeah thanks thanks nick, casino 
180,no no you didn't you call yourself a man you know you're a lyin' low life motherfuckin' gambling degenerate prick you know that's what you are two small kids at home i gave you money to pay the fuckin' rent and buy groceries put the heat on you know your wife called frankie and told him the fuckin' heat's off, casino 
181,mm i got muscled on the street, casino 
182,you shut up you know where she gets this from, casino 
183,i don't want to go to europe i want to go to see the elephant man hey you got a minute hey he's got two million in the box am i right okay you let him keep your jewels we take the cash and the only other thing he cares about huh her majesty we go to europe you dye your hair get some pl, casino 
184,well then from now on i'm gonna start keepin' records you gotta go back out there, casino 
185,you gotta go back there and talk to that guy what else i gave her a schaff italian american slang for 'tap', casino 
186,sam hey you fat irish prick you put my fuckin' money to sleep you go get my money or i'll put your fuckin' brain to sleep, casino 
187,yeah i think i want my money back listen nicky we talked about this and uh i explained to you that there was the possibility you might have to take some kind of loss, casino 
188,hi good no i don't want one hey mr clark how you doin', casino 
189,so i put some of the money into legitimate deals with charlie clark he was ace's banker oh listen i understand that there's always a risk you know i might have to take a loss somewhere, casino 
190,mr ro mr roth mr rothstein where you goin' you just just stop him, casino 
191,and here here go get a bag man, casino 
192,that's not a problem that's not a p can i go in, casino 
193,i understand i'm just trying to get in my house, casino 
194,mrs ro mrs rothstein okay shh i'll to the fbi, casino 
195,there's nothing we can do she had the key okay, casino 
196,mr rothstein why don't we just let her in the house and get a few of her things that way she'll get out of here this is half her house anyway all right okay okay, casino 
197,oh my god what are we gonna do i'm sorry you you fuckin' moron i'll be filling out paper work for the next two months because of you and this piece of shit you, casino 
198,you've gotta be kidding me here we go, casino 
199,you know who you're fuckin' with huh do you yeah, casino 
200,sir you're gonna have to leave you mind accompanying us outside nicky i'm sorry, casino 
201,is that what you did nicky i did, casino 
202,yeah well that's exactly what i keep tellin' him but that's the kind of kid he is ever since he's born you know he's gotta realize everything can't be a home run that he does, casino 
203,now i want you to get out there and get me singles and doubles okay 'cause that's what's gonna win this game ace got my son little nicky involved with little league and it was great, casino 
204,why does it look like it's bothering me what do i give a fuck fuckin' oscar too all the fuckin' money i've given that prick he don't even look over here what's his problem forget about it nick don't let it bother you, casino 
205,i had my kid brother dominick run it for me is that the last one, casino 
206,he's gone carmine left, casino 
207,oh thanks eddy well listen uh good luck with the joint huh, casino 
208,carmine he was here before i saw him he had a suitcase and everything and then he left oh, casino 
209,we can't help him if artie artie, casino 
210,artie but i'm just trying to leave, casino 
211,for what we're we're placing you under arrest for, casino 
212,no problem i'm askin' you frankie to keep an eye on nicky do it for me, casino 
213,yeah i know that's why i'm asking you see my main concern is nicky i'm positive remo things are very fucked up down there you know, casino 
214,because there's one thing about these old timers they don't like any fuckin' around with the other guy's wives it's bad for business what could i say i knew if i gave the wrong answer i mean nicky ginger ace all of 'em could've would up gettin' killed, casino 
215,of course remo it's private but i want you to tell me the truth, casino 
216,i know and i mean that's no good, casino 
217,yeah everybody's talkin' about it they're makin' a big deal out of it yeah i heard yeah, casino 
218,i want all the names of all the other people he had with him and i don't care what you have to do to him to get 'em you understand fine fine, casino 
219,but i knew how to keep the bosses happy whenever they gave me little jobs to do you know to send a message i would carry things out uh huh good, casino 
220,uh huh mi raccomando italian american slang for 'i'm counting on you' all right, casino 
221,mm t'aggia parla italian american slang for 'i've got to talk to you' nicky see that guy, casino 
222,ace that's enough now, casino 
223,definitely the most important guy in this room you got a round figure on it, casino 
224,i'm going' to the fbi i'm not scared anymore all right all right, casino 
225,ah you fuck you're such a fuckin' asshole how the fuck am i gonna get your fuckin' money now you think he's gonna give you fuckin' money are you out of your mind look what you just did to this fuckin' guy if you would have just kept your fuckin' mouth shut ah what the fuck is the use i should've never got invol, casino 
226,i'm not gonna kill him shut the fuck up what do you know what you're talkin' about i'm not killing anyb if it's so fuckin' dangerous then why don't you kill him, casino 
227,yeah uh huh it's what you want, casino 
228,mm okay don't worry about it nobody'll fuck with ya anymore i'll take care of ya yeah, casino 
229,i do i need a new sponsor i need some help i do i need some help you gotta help me i need a new sponsor nicky, casino 
230,i'm not as tough as you think i am come on come on you're a toughie you can take this don't cry, casino 
231,no he's not everything went to his head, casino 
232,yes you did i did what you told me to, casino 
233,i didn't i didn't i mean i did but then i did exactly what you told me to do and i came right back no he wouldn't i would have and he'd've been right too i mean seriously well there's one thing you don't do you don't take a guy's kid and then take off, casino 
234,hm yeah 'cause you know he's never gonna give me my jewelry, casino 
235,okay let me think about that, casino 
236,tell me what you were gonna say go ahead i don't, casino 
237,oh you're right i know it's well i was just i mean listen two people don't get along at some point you gotta call it i mean it's none of my business but i i think that's what you gotta do you gotta take it somewhere, casino 
238,so i'm gonna call you back in an hour at this number and you're gonna be there right yeah uh huh okay, casino 
239,it's all right thank you, casino 
240,you're so nice you're a beautiful girl you don't want to ruin your looks i've seen a lot of girls get shot to hell from this stuff, casino 
241,all right okay, casino 
242,he didn't have to hit him it's not exactly like i'm sleepin' with the guy and he makes me sneak around to see my own friends what the fuck is that all about he could have killed him okay he could have killed him, casino 
243,i know what you mean i should have never married him he's a gemini a triple gemini duality gemini's the snake you know you can't trust the snake i mean it, casino 
244,mm you want to steal it you mean like a lot of expensive jewelry about how much, casino 
245,sure oh come on i went into this with my eyes open you know i knew the bottom could drop out at any time i'm a working girl right you don't think i'm gonna go into a situation like this if i don't think i'm gonna get covered on the back end, casino 
246,oh you did i didn't know that no no i told him all about the guy before we ever got married this is no fuckin' surprise, casino 
247,tell me okay sammy, casino 
248,but i saw something same outfit, casino 
249,well you might as well get somethin' out of it i told him i was mrs sam rothstein, casino 
250,yes get lost, casino 
251,what do you mean 'stole' i didn't steal anything from you that bag's full of fuckin' chips you, casino 
252,what money i've seen you stealing from me what do you mean 'what's the matter ' i made a lot of money for you i want my cut, casino 
253,thank you sir i appreciate that everybody thanks gives some chips as tips to the dealer and box man thanks take care steve take chances and drive fast oh i'm sorry i'm sorry thank you very much thank you very much, casino 
254,yes you're driving me nuts, casino 
255,she started it she started the whole thing i'm just standin' here just knock it off would you two knock it off get in the car, casino 
256,oh what bullshit what do you want to fuckin' talk it over now it's this bullshit it's just bullshit right here this is the fuckin' problem you know, casino 
257,that's yeah he's sitting by the phone like a dumb bell just waiting for you to call him back that's what he's ginger it means he's sitting by the phone like a dumb bell waiting for me to call him back now i, casino 
258,he was just on the phone here, casino 
259,we're going to europe let the adults talk you dye your hair you get plastic surgery like we talked about right you're the mother how much do you think he's gonna pay to get this fuckin' kid back we'll go later, casino 
260,uh talk to you later bye every time i ever see you that's what i see, casino 
261,you do all the luck in the world, casino 
262,that's right yeah this is the best thing i can do for my life right now, casino 
263,i love you don't make me come there answer me, casino 
264,no you're not where are you where are you i'm here, casino 
265,all right all right, casino 
266,they check in alone they're in penthouse k, casino 
267,incredible boy look at this place huh, casino 
268,oh there aren't what's that huh what's that there's no more thanks hon look there aren't there aren't but, casino 
269,i think that's it there's more, casino 
270,'cause it clogs up your heart why, casino 
271,two two, casino 
272,no more fuckin' dirty work fuck you you motherfuck, casino 
273,i'm in a bad fuckin' spot here you know that bad fuckin' spot take it easy what could you do i mean she threw herself at you right, casino 
274,why'd i get involved with this fuckin' nut in the first place get out take it easy, casino 
275,calm down calm down shh yeah either that or in the fuckin' bank i don't know they're all over the joint, casino 
276,yeah just let me know but you gotta be ready you know what i'm talkin' about and you make it disappear you know what i mean, casino 
277,yeah but i'm not sure yet angelo and buster, casino 
278,what well now sure they're askin' they earn with the prick i got a funny feelin' he's gonna start a fuckin' war or somethin' i'm not sure yet you know but i w you know but you know what i want you to do, casino 
279,yeah what's to stop him nah you would've heard somethin', casino 
280,he asked me again about you and the jew's wife walk walk walk what'd you say, casino 
281,what get out of here i got a marker comin' let's get out of here, casino 
282,so are we they're havin' a good time too, casino 
283,it's up to you i do all the work somebody don't like it fuck him, casino 
284,bosses i mean they're smokin' their di nobilis and they're eatin' a trippa italian american slang for 'tripe' and fuckin' suffritt' you know fried pigs guts while if i wanna talk private i gotta go to a fuckin' bus stop but he never talked, casino 
285,nicky sends his warmest regards i mean the cops knew but they didn't give a fuck i mean you know they all worked it out together, casino 
286,this is nick stacy, casino 
287,you walk past me yeah, casino 
288,she asleep i actually turned my bedroom into a bank vault where i kept the choice stuff, casino 
289,what's takin' so long over there sometimes i used to go along on a heist just for the fun of it but i didn't like the people i was rippin' off lookin' at me so i used to turn their fuckin' pictures around, casino 
290,get up you big fuckin' hick you come here come here get him up come here, casino 
291,you call this guy and tell him i'm comin' ace saw vegas one way, casino 
292,well how come i laid nine kill you you motherfucker you frankie do him a fuckin' favor, casino 
293,charlie m ch charlie m, casino 
294,listen to me anthony i got your head in a fuckin' vise i'm gonna squash your fuckin' head like a grapefruit if you don't give me a name don't make me have to do this please come on don't make me be a bad guy come on your fuckin' head huh don't fuck around tony, casino 
295,maybe if i stick your fuckin' face through this window over here like you know you'll you'll get unconfused give me the fuckin' money yeah, casino 
296,you sure i was layin' no no i'm taking it i was takin' it, casino 
297,how you doin' hey, casino 
298,denying this uh this commission is prepared to act on a motion denying the rothstein application, casino 
299,done right you gotta do it yourself you are right what can i, casino 
300,all right all right but i i take it easy though, casino 
301,i know but that's enough mom i'm sorry they're beatin' me left and right ma i'm sorry i'm all upset, casino 
302,i'm sorry that's enough, casino 
303,there's a lot of people here i'm sorry, casino 
304,oh sorry hey oh, casino 
305,having a good time hi, casino 
0,int tunnel day come on night shift, chill factor 
1,let me put it in easy terms aristotle we are carrying a damn bomb int postal van day, chill factor 
2,ext highway day , chill factor 
3,damn ext ice cream truck day, chill factor 
4,ext road day shit, chill factor 
5,int ice cream truck cab dawn help me get in the truck, chill factor 
6,int darlene's store night at least somebody likes this shit, chill factor 
7,big balls you see that was a that was my mission, chill factor 
8,my code name was blackjack night shift was my coach uh uh uh i'm sorry mason was my coach yeah, chill factor 
9,yeah yeah yeah yeah you know it's uh it's very hush hush as we say in the spy game, chill factor 
10,oh arlo nobody's gonna believe us, chill factor 
11,but he didn't see that's negotiation us, chill factor 
12,face crap you've been telling me what about all that no need to get in the man's, chill factor 
13,i think so too patriotism is its own reward, chill factor 
14,and and and truckless in the service of my country right you damn skippy and now that i am both jobless, chill factor 
15,that army nut job to save your narrow butt who put the big hurt on, chill factor 
16,you did help a little always the negative, chill factor 
17,hey hey hey hey hey we are heroes my man it's time to start actin' like it they aren't exactly gonna publicize this arlo, chill factor 
18, well, chill factor 
19, , chill factor 
20,look out , chill factor 
21,arlo i'm gonna get elvis you go got it come on darlin' i gotcha, chill factor 
22, sorry, chill factor 
23,another way outta here hey there's gotta be, chill factor 
24,vitelli vitelli ta get outta here, chill factor 
25, it's working, chill factor 
26, come on come on, chill factor 
27,all right , chill factor 
28,mason it says forty nine, chill factor 
29, unbe fucking lievable, chill factor 
30,what the what the hell, chill factor 
31,whoo tunnel, chill factor 
32,he's comin' up fast our ass, chill factor 
33,we've got elvis i've got the real thing, chill factor 
34,forty five seven oh fuck, chill factor 
35, on, chill factor 
36, go, chill factor 
37,to him that's why i didn't give it, chill factor 
38, go go go, chill factor 
39,come on come on , chill factor 
40,i'm sorry i'm a little , chill factor 
41, all right okay, chill factor 
42, okay, chill factor 
43,come on , chill factor 
44, what, chill factor 
45,we're gonna die we're gonna die, chill factor 
46,hey just shut up , chill factor 
47,hey , chill factor 
48, , chill factor 
49,you all right , chill factor 
50,man a and you owe me, chill factor 
51,deal with this asshole i think you oughta cut a, chill factor 
52,yeah baby whoo, chill factor 
53, miles, chill factor 
54,shit long somethin' about that look in his eye when he talked about that elvis, chill factor 
55,not completely anyway to tell you the truth you didn't, chill factor 
56, we got two paddles, chill factor 
57,couldn't deal with it so i split never gonna throw a ball in the pros, chill factor 
58,i remember him got in a car crash or somethin' yeah robert del rio, chill factor 
59,we were nationally ranked you know four years ago i was a split end at kentucky state, chill factor 
60,truck so you took his, chill factor 
61,or nephew or some good old boy there'd be a sales rep desk with my name on it but every time something opened up there'd be some idiot cousin, chill factor 
62,it won't even start half the time piece of shit was worth, chill factor 
63,tion see now why would you do that to a man in my posi, chill factor 
64, worth a try, chill factor 
65,what uh oh, chill factor 
66, , chill factor 
67, oh no, chill factor 
68, , chill factor 
69, oh shit, chill factor 
70,oh shit okay come on here, chill factor 
71,you're what taking it down the hill, chill factor 
72,man yeah he's a dangerous, chill factor 
73,listen listen hey put it back we're takin' off, chill factor 
