,lines,name
73,hello hello ginger okay, casino 
74,oh have a good day at school hey be fuckin' nice calm be nice don't fuck up in here, casino 
75,yeah nicky i want to talk to that fuckin' bitch she didn't know who to turn to she she didn't know where to turn she was tryin' to save your marriage, casino 
76,i want to just talk i want to talk to that irish bitch ace don't listen don't don't make a scene all right, casino 
77,i'll be right there yeah she's here, casino 
78,she's there with you she's there with you yeah well listen ginger's over here at the leaning tower with me, casino 
79,ginger's missing and she tied amy up and she locked her in her room i gotta find her i don't know where the hell she is well, casino 
80,uh you know i just wanted to talk to you a minute well, casino 
81,how'd you know i was here no i'm not okay, casino 
82,yeah what are you doin' you okay nick, casino 
83,it's me yeah uh who's this, casino 
84,sammy hello, casino 
85,well once you get her here you think about it you know but get the kid back here she wants to come back that's the uh that's the main thing here you want your kid don't you huh she's driving me fuckin' crazy, casino 
86,i think if you uh okay it you know assure her that she's gonna be all right she'll come back i don't know what am i gonna do with this woman i don't know she's drivin' me fuckin' crazy, casino 
87,i know why didn't you come to me i mean this is family it ain't business meanwhile you make calls back home sammy it makes us look bad out here you know what i mean back and forth this one and that one and in the meantime she's gone anyway am i right yeah she's with that cocksucker again and they got amy, casino 
88,she was afraid to call you and what'd she want, casino 
89,i just told you she called me yeah, casino 
90,ginger called me i'm gonna okay you ten and get you even and that's it then you got to get out of here before the cops and the newspapers are all over you, casino 
91,just give me the money fuckin' give me the fuckin' money sammy nicky nicky you're not listenin' to me i'm here to help you what's the matter with you you're gonna bury us both, casino 
92,hey sammy tell this jew motherfucker over here to pay that marker what are you doin' you gotta get out of here, casino 
93,get this through your head you jew motherfucker you you only exist out here because of me that's the only reason without me you personally every fuckin' wiseguy skell skell the lowest form of wiseguy a drunken bum around'll take a piece of your fuckin' jew ass then where you gonna go you're fuckin' warned don't ever go over my fuckin' head again you motherfucker you you never, casino 
94,back back up back up a fuckin' minute here one minute i asked you when the fuck did i ever ask you if i could come out here get this through your head you you do you remember what i told you, casino 
95,back no it it nicky when you asked me if you could come out here what did i tell you i mean you asked me and i knew you were going to come out no matter what i said but what did i tell you do you remember what i told, casino 
96,oh sure now you want to blame your fuckin' license on me is that it me i wouldn't even be in this situation if it wasn't for you you brought down so much fuckin' heat on me i mean every time i meet somebody here the big question is do i know you, casino 
97,you're makin' a big fuckin' spectacle of yourself yeah i did want to go on tv that way i have a forum i can fight back i'm known people see me they know they can't fuck around with me like they could if i was an unknown that's right, casino 
98,your fuckin' ass you could have had the food and beverage job without goin' on television you wanted to go on tv i'm only on tv because i gotta be able to hang around the casino you understand that you know that come on, casino 
99,you know i get calls from back home every fuckin' day they think you went batshit what are you, casino 
100,i'm what counts out here not your fuckin' country clubs or your fuckin' tv shows and what the fuck are you doin' on tv anyhow i, casino 
101,oh i don't know whether you know this or not but you only have your fuckin' casino because i made that possible yeah i said i let the bullshit blow over for a while so i can run the casino anything goes wrong with the casino it's my ass it's not yours it's my ass, casino 
102,you want me to get out of my own fuckin' town i didn't do anything i mean i didn't order you or anybody i only told andy stone that you had a lot of heat on you and that was a problem, casino 
103,no you said i'm bringin' heat on you i gotta listen to people because of your fuckin' shit you're ordering me out you better get your own fuckin' army pal i don't even know what you're talkin' about nick, casino 
104,what people what'd you think i wasn't gonna find out what people, casino 
105,where the fuck you get off talkin' to people about me behind my back goin' over my head don't ask questions just be there, casino 
106,why hundred yards further down the road, casino 
107,no a what what caesar's, casino 
108,meet me at three yeah, casino 
109,and at the practice enough this week you prick, casino 
110,on the line and this guy's out havin' the time of his life he has every cop in the state watchin' him and he's out playin' golf the problem was nicky was not only bringin' heat on himself but on me too the fbi watched every move he made but he didn't care he just didn't care, casino 
111,i see you you motherfuckers peekaboo you fucks you, casino 
112,the coppers blamed me for everything that went wrong out here and i mean every little fuckin' thing too nicky was questioned in two dozen murders but they always had to let him go there were never any witnesses, casino 
113,nicky wanted to take over he wanted to go after gaggi go after the skim go after everything and everybody fuckin' walking around with a big head you better check yourself, casino 
114,i knew what he wanted and i didn't want any part of it your fuckin' head is getting' bigger than your casino that's your problem pal, casino 
115,this guy is gonna run to the fbi yeah that's right the way you need me to vouch for you as a citizen and get you out of one of your jams i'm gonna have to straighten out what you just did with this guy, casino 
116,a week ago it was my business now it's none of my business in other words when you need me to take care of somethin' for you then you need me that's right yeah, casino 
117,it's none of my business ju just stay away from her it's none of your business okay there are certain things you don't do and you know that, casino 
118,and i what was i supposed to do throw her out okay, casino 
119,she came to talk to me don't do it to me, casino 
120,to me please, casino 
121,hey she came to talk i i would appreciate it if you'd stay out of my personal life okay you wouldn't like it if i did it to you, casino 
122,the point is that she's upset she's and you got a fuckin' problem listen i would, casino 
123,no i didn't what good would that do that's not the fuckin' point all of a sudden you're the shoulder to cry on did you at least tell her about your little role in that whole situation, casino 
124,well she comes to see me she was upset about a lot of things especially that whole fuckin' diamond that lester diamond incident now what does she have to do with all this, casino 
125,yeah my wife, casino 
126,you know i didn't want to bring this up but you have treating a lot of people with a lot of disrespect even your own wife yeah, casino 
127,uh uh cigarette holder i'm i lost control all right, casino 
128,a fuckin' pink robe and a fuckin' all right, casino 
129,look at you you're fuckin' walkin' around like john barrymore yes you lost your control, casino 
130,i lost control you lost your control, casino 
131,yeah what happened to me what happened to you, casino 
132,what the fuck happened to you will you tell me every time you're on television i get mentioned that looks bad that looks bad, casino 
133,yeah looks bad i'm gonna tell you what looks bad, casino 
134,well back home they don't know about fuckin' control that looks bad i have no control over that ronnie and billy were right there they'll tell you exactly what happened, casino 
135,yeah that's out of context okay that's all taken out of context okay, casino 
136,you mean quiet like this 'i'm the boss ' that's quiet okay i just wanna run a square joint that's it i just want my license i want everything nice and quiet that's it, casino 
137,fine i don't wanna be involved in anything you're talkin' about, casino 
138,all right fine i'll be honest with you, casino 
139,just say so i don't wanna come along with you, casino 
140,you should say so no i don't wanna come, casino 
141,yeah forget about your fuckin' license i plant my own flag out here you ain't gonna need a fuckin' license you know i don't know what it is sammy but the more i talk to you the more i feel like you just don't wanna go along with me is that it listen nick you gotta understand my situation i'm responsible for thousands of people i got a hundred million a year goin' through the place it's all over i'm gonna tell you it's all over if i don't get that license and believe me if it goes bad for me it's gonna go bad for a lot of people you understand, casino 
142,where's my head where's your fuckin' balls huh you know i'm tryin' to put somethin' really big together out here you know what i'm talkin' about huh you know if you're actin' like this now how can i depend on you there's a lot of things gonna change out here and if you wanna be there with me sammy you're gonna have to go my fuckin' way i'm not tryin' to tell you what to do but you were way out of line nick what're you doin' where's your head, casino 
143,fuck the fbi that prick's been dodging me for three weeks and what is it with you all of a sudden you're tryin' to tell me what to do all the time what're you doin' he's a square guy for chrissakes you can't treat him like that he's gonna run to the fbi, casino 
144,you think he got the point hey, casino 
145,hey ace well it's okay i'll use the service entrance i'll see you at nine, casino 
146,very difficult to get in it's impossible it's booked up and you gotta make a reservation it's, casino 
147,no no it's okay listen, casino 
148,hello here let's put a little of this on for you i know you like this a little butter right not a lot, casino 
149,no matter where he was or what he was doing he always went home to make breakfast for his son nicky boy hey rich, casino 
150,yeah nicky loved restaurants he was a real restaurant buff and over the years he always made money with them i gotta do somethin' i gotta do somethin' they ain't gettin' rid of me they're not gettin' rid of me i'm staying here fuck 'em fuck 'em, casino 
151,it just didn't sink into his head about the black book and what it meant not being able to go into a casino is just one thing but being in this book etched your name into the brains of every cop and fbi agent in the state i mean you're listed in there with al capone but nicky didn't care in so many words yes, casino 
152,in other words i'm fucked forget it you can't even set foot in the parking lot that's how serious it is, casino 
153,let's say for instance i want to go in the restaurant which happens to be in the casino to get one of those sandwiches i like nope there's no way, casino 
154,motherfucker unsavory fuckin' is there any way around this yeah i believe it you got banned, casino 
155,' detrimental to gaming and he will be ejected from any casino in las vegas and the casinos can be fined as much as a hundred thousand every time he shows up ' do you believe this shit what the fuck is that supposed to mean, casino 
156,well it wasn't long before what i was afraid was gonna happen happened nicky managed to get himself banned from every casino in las vegas and from then on i couldn't be seen talkin' to him anywhere in vegas or even near it all right, casino 
157,i'm just tellin' you don't say i didn't warn you what am i doin' out here i'm tryin' to make a livin' that's all, casino 
158,bullshit or no bullshit they put you in that book you're gonna be in a lot of trouble you will not be able to walk into the casino i'm tellin' you that black book is a bunch of bullshit they got two names in there for the whole country and one of them is still al capone, casino 
159,i'm i'm hearin' things from security they're all ex cops the sheriff's lookin' to bust your balls they want to put you in the black book why somebody's complaining, casino 
160,you better watch yourself there's a lot of heat on you already between, casino 
161,hey i gotta give the guy credit he does the most obvious thing this is the only town in the country where a bookie joint is legit so why not take advantage right so he took bookie joints off the street and then opened them up inside the casino well within a few years by doin' all of this he had every casino on the strip trying to copy off him you're still eight pounds over what's the reason for this, casino 
162,but i'll tell you he knew how to bring in the crowds he knew all the fuckin' angles he brought over the whole 'femme fatale' show from paris but he forgot how lazy them european dancin' broads can get i mean he had to weigh 'em in once a week to make sure they didn't blow up like fuckin' balloons thanks pal, casino 
163,okay all right ace, casino 
164,i'm sorry about this really if he does it again he's out for good i don't care what it is nick i'm gonna ha i'll i'll never let him in the place again, casino 
165,what ho hey come here so what do you think i do i threw that cocksucker out, casino 
166,then he called me a faggot what, casino 
167,and he tells me to go fuck myself he insulted billy and then i walked over to him politely, casino 
168,no no i didn't know that but you know what he did, casino 
169,you been lucky all week they're lookin' to nail ya so i'm lucky i'm not allowed to get lucky in this place, casino 
170,be careful gaming agents are all over the place i mean nicky's a made guy and i'm not i can't do that, casino 
171,four aces doc and i didn't want any of those agents near my place, casino 
172,it was so obvious i mean all of nicky's half assed mechanics they were real signal happy the next thing i did i started bustin' out high stakes poker players, casino 
173,to begin i put money out on the streets chargin' three points a week you know juice to the fuckin' dealers nicky was dreamin' his own kind of vegas, casino 
174,it was typical ace he invited the biggest people in town and he knew they'd show because he knew they all wanted somethin' from him with ace nobody ever got a free ride even ginger with her when i married ginger i knew all the stories but i didn't give a fuck 'i'm sam rothstein ' i said 'i can change her ', casino 
175,me that's why the bosses sent me out here they wanted me to make sure none of the other crews robbed the joint like these two fuckin' balloon heads over here eddy and jerry they were gonna try and bang us out of two hundred fuckin' grand yeah right i'm sure especially at the casino where he definitely did not work people got the message, casino 
176,and nicky being nicky he made his presence known ohh, casino 
177,yeah he had a fool proof scheme all right it wasn't very scientific but it worked when he won he collected when he lost he told the bookies to go fuck themselves what were they gonna do muscle nicky nicky was the muscle but i saw it another i saw it as untouched i mean they had bookies pimps and drug dealers i could shake down who the fuck were they gonna run to so i started getting everybody in line best of all for the first time in my life i figured out a way not to lose, casino 
178,don't worry about it i'm not gonna do anything what am i gonna do i'm especially not gonna involve you in anything nick i gotta tell you i got pinched twice for no reason you really gotta be careful i'm running a licensed place everything's legit, casino 
179,i don't care i want to get away from back home for a while i'm tired of that shit back there look at this place it's made of money you know what the best part is nobody's gonna know what we're doin' there's nobody here to see us everybody's back home sure you have my permission but i i just gotta tell you it's no joke out here it's no joke you know you gotta keep a low profile it's not like back home right off the bat they don't like guys like us and this sheriff's a real cowboy even the coppers aren't afraid to bury people out in the desert here, casino 
180,you mean i have your permission no of course not, casino 
181,what do you think about me movin' out here what's the matter you got a problem with that after we ate we left jennifer and ginger alone and we took a ride to talk and then he hit me with it, casino 
182,honey come here holy shit what've you been doin' out here, casino 
183,ginger yeah, casino 
184,somethin' huh okay sammy, casino 
185,hey nobody interfered with the fuckin' skim, casino 
186,i mean he took care of himself only too well and that's why every badge back home wanted to nail him you find any cash in there we'll whack it up with you, casino 
187,but nobody had to take care of nicky listen, casino 
188,while i was tryin' to figure out why the guy was sayin' what he was sayin' nicky just hit him no matter how big a guy might be nicky would take him on you beat nicky with fists he comes back with a bat you beat him with a knife he comes back with a gun and you beat him with a gun you better kill him because he'll keep comin' back and back until one of you is dead wait a sec nicky nicky nicky ta take it easy, casino 
189,what's that you hear you hear a little girl frankie you hear a little girl ace is that a little fuckin' girl what happened to the fuckin' tough guy told my friend stick it up his fuckin' ass huh huh if he don't know nobody knows told you it was eight, casino 
190,eight it was eight ace tell him the line on the bear's game, casino 
191,how did nicky collect they payin', casino 
192,yeah we made a great pair i made book and nicky made sure we always collected the old men loved us and why not they all made money with us if his girlfriend was knocked up, casino 
193,i'll take columbia for twenty place the checks properly that's the way you do it, casino 
194,he bet like a fuckin' brain surgeon where the hell did you learn how to deal, casino 
195,you know havin' some fun with it shit like that you know i don't know if i could do this even if i wanted to the gaming commission would never give me a license i have at least two dozen gambling and bookmaking pinches on me, casino 
196,give him a shot at runnin' a casino and he tries to talk you out of it got a lot of holes in the desert and a lot of problems are buried in those holes except you gotta do it right i mean you gotta have the hole already dug before you show up with a package in the trunk otherwise you're talkin' about a half hour or forty five minutes of diggin' and who knows who's gonna be comin' along in that time before you know it you gotta dig a few more holes you could be there all fuckin' night, casino 
197,but it's in the desert where lots of the town's problems are solved matter of fact, casino 
198,by the only kind of guys that can actually get you that kind of money sixty two million seven hundred thousand dollars i don't know all the details you bet, casino 
199,no problem sorry mr rothstein your people never will understand the way it works out here you're all just our guests but you act like you're at home let me tell you somethin' partner you ain't home but that's where we're gonna send you if it harelips the governor thank you for your time, casino 
200,okay thanks um you know that's it i'm sorry i'm sorry i can't do anything he's too incompetent and the bottom line is he cannot be trusted, casino 
201,well could there be any position further down the trough i can't do that and i appreciate the fact that he's your brother in law and i do want to help you and i like to do favors and i know who you are but i cannot do that, casino 
202,you have got me there old don is as useless as tits on a boar but he is my brother in law and i would look on it as a personal favor if you'd think some more on hirin' him back i think you're way out of line talkin' to me like that what you're sayin' is libelous and you're in no position to challenge my expertise i went way out of my way to be very helpful and courteous to that kid he's weak he's incompetent he jeopardizes the whole place there's not much more i can do for him, casino 
203,are uh are we certain that you want the gamin' control board eyeballin' your record and your gangster pals like nicky santoro believe me if i could prove it he would be under arrest, casino 
204,before we point the dirty end of the stick at 'ol don uh we better be sure we can prove them charges i'm sorry but he knew about our gettin' hit on three big machines in a row and he did nothing about it that means either he was in on it or forgive me for saying this he was too dumb to see what was going on either way i cannot have a man like that workin' here, casino 
205,uh i come here personally to kind of smooth over a fracas about a certain matter see uh maybe you didn't know it but uh don ward is a very well liked man in this town he's got lots of friends here now his family and their money go back many many years now friends vote family and money votes that's important to me and you and if you'll think about our little problem along them lines and you forgive me for sayin' it maybe he did not deserve to be fired no that's quite all right, casino 
206,hey house is doin' well hey all that money is rollin' in i appreciate you takin' the time to see a poor ol' civil servant oh thank you sir, casino 
207,yeah i heard a lot about you hey it is my pleasure, casino 
208,how do you do mr rothstein i'm pat webb, casino 
209,seven o'clock seven o'clock, casino 
210,i'll come by okay you come by the house, casino 
211,well it's a little too early i'd say thursday would be good i'll know by then is that all right you see never tells me nothin' ace what do we got on for next week, casino 
212,well that's why they paid so well son of a bitch how the hell did you get oklahoma michigan nobody ever had oklahoma mi how the hell'd you do it, casino 
213,hello jennifer it's sam hello, casino 
214,next morning bright and early i get the call let's go to lunch do you want to go to the riviera, casino 
215,as soon as andy got back home nicky heard about our talk in the car you know i don't feel like playin' tennis, casino 
216,good to meet you this is jennifer and nick they're dear friends of mine, casino 
217,all right we're clear i mean that's what worried me 'cause it turns out nicky was about to be sent to vegas, casino 
218,come on there we go look at that beautiful because nicky enjoyed being a gangster and he didn't give a damn who knew it, casino 
219,and they were usually right you go and put your things away, casino 
220,they were ready to blame him for anything no matter where it happened oh yes will you help me fold these please, casino 
221,half i'm comin' down ace listen to me, casino 
222,half of everything is mine no ace, casino 
223,legally she can't take that stuff legally she can't take the stuff she's a fuckin' junkie she's out of her fucking mind do you unders, casino 
224,what can i do you've got to stop her, casino 
225,i i'm sorry sam charlie you've gotta you've gotta stop her, casino 
226,yeah refill'd be great want something to drink charlie you want a refill, casino 
227,no just stop everything it's always been our policy, casino 
228,that's right she will get fired in fact i want you to send her back to paris but sir well i don't know why i guess maybe because she's frightened that if she doesn't lose the weight she may even get fired, casino 
229,all you do is give me answers just just give me the right answer and she doesn't always, casino 
230,she could at least lose half a pound or a quarter listen mr rothstein well sometimes when you reach that pressure point when you put that pressure point on them you know it shows, casino 
231,'mr rothstein' is good enough position, casino 
232,i trying to offer you the respect that your, casino 
233,why is she eight pounds over well sir i was just, casino 
234,never mind the 'sir' never mind the 'sir' mr rothstein sir let me put her on suspension, casino 
235,okay i i'll do it, casino 
236,right away okay okay just take it easy, casino 
237,yeah bill listen i'll explain to you later just you you got a gun at home yeah bring it over here right away who's this, casino 
238,yeah billy sherbert please put him on he's gonna come up with ten thousand just the way you wanted, casino 
239,no just just give him give him ten that's it ten i'll be right down he wants a fifty thousand marker, casino 
240,oh no now he's really pissed, casino 
241,the little guy he's half in the bag and nobody told him he was eighty sixed from the joint so we what is it, casino 
242,sam we got a problem here we go good luck, casino 
243,l'chaim yiddish for 'to life' to abraham lincoln, casino 
244,i don't care what she is she's an institution that's the problem she's lazy this woman's an institution, casino 
245,call security fuckin' asshole won't budge, casino 
246,we have some nice penthouses you'll enjoy maybe the presidential suite why not make them happy, casino 
247,certainly senator help the senator give him whatever he wants, casino 
248,nice to see you senator i had dozens of politicians and state officials comin' through that place every week, casino 
249,i wouldn't give the bum a mop job he's juiced in he's the county commissioner's cousin, casino 
250,we can't get rid of him we need this guy, casino 
251,for guys like me las vegas washes away your sins it's a morality car wash it does for us what lourdes does for humpbacks and cripples and along with making us legit and this is ronnie who takes care of the card room, casino 
252,i hired an old casino pal billy sherbert as my manager and i went to work they had all the pieces they needed, casino 
253,but it was just mine after all the threats and all the bullshit it turned out ginger didn't tell 'em anything but by then the feds didn't need her anyway, casino 
254,if she calms down i am calm, casino 
255,if she calms down i will let her in the house you ought to be afraid the way you fuckin' treat me, casino 
256,should i let her in like let me in the house fucker, casino 
257,i'm afraid she's gonna destroy stuff oh you are, casino 
258,i'm afraid to let her in the house what do you mean what am i gonna do i'm in the same clothes for two days i want to get a few of my things big deal, casino 
259,who knows what you're gonna do in there i don't want you not gonna let me in, casino 
260,i won't let her in i'm sorry randy i'm not gonna let her in she well i'm not gonna let her in the way she's behaving i'm i'm i'm not, casino 
261,you are not threatening me anymore don't you threaten me, casino 
262,you'll wake the whole neighborhood don't you threaten me, casino 
263,you're gonna be sorry if you don't stop that i am not, casino 
264,will you stop it you're drunk you're on drugs you're gonna you come out here and talk to me you fucker, casino 
265,get down here and talk to me goddamn it don't fuckin' ignore me you motherfucker just wait there for me, casino 
266,you get down here she she's alone just go take the gun and go into amy's, casino 
267,oh fuck you fuck you sam rothstein fuck you you make me sick you fuck once a fuckin' hooker always a hooker, casino 
268,so what so who fuckin' blew you in the parking lot before you came in huh now you need approval from him to go home, casino 
269,get the fu you threatening me i'll fuckin' kill you in this place get up and go home right now i wouldn't, casino 
270,get up get going get up i wouldn't do that, casino 
271,get get up i wou i wouldn't do that if i were you, casino 
272,get get up get up and what and let you disgrace me you fuckin' pig and let you disgrace me get up get up and be a mother get in the car and go to the house, casino 
273,i want you to let me go you want your jewelry, casino 
274,i just want the key to my jewelry and i want you to let me go you understand what let you go, casino 
275,i'll sign anything you want me to sign okay you fuckin' whore, casino 
276,why don't you just let me go sam you listen carefully you ever fuckin' touch her again you ever do anything like that again i'll fuckin' kill you pure and simple do you hear me pure and fuckin' simple i'll fuckin' kill you you bitch, casino 
277,i w i was gonna be back before she woke up let me tell you something listen to me, casino 
278,fuck you listen to me, casino 
279,oh sh listen to me listen to me listen to me listen you fuckin' cunt, casino 
280,i mean she was asleep i was going to be right back before she even woke up i should have, casino 
281,she wasn't gonna get up i was just gonna be out for a little while i ought to fuckin' have you committed you fuckin' do that again i'll f i'll f, casino 
282,it's just for a little while sam the baby sitter wasn't there you out of your mind that's our child are you out of your fuckin' mind, casino 
283,oh i mean you tie up our kid and you lock the fuckin' door are, casino 
284,hi sam i can back him off, casino 
285,i mean it could get us both killed what if he won't stop, casino 
286,she did what she did and i did what i had to do but jesus nicky was the worst thing she could've done i know you were with somebody who was it i just hope it's not someone who i think it might be i just hope it's not them, casino 
287,i was with somebody who were you with, casino 
288,all right i didn't have lunch with jennifer mm, casino 
289,fine just gonna get the bowl for my thing you know why i want to do it just do it, casino 
290,why do you want to do that okay i want you to call jennifer and i want you to tell her to tell you what she had for lunch and i'm gonna listen in on the other line, casino 
291,she had the same what did jennifer have, casino 
292,i had a salad what'd you have, casino 
293,to the riviera and where'd you go, casino 
294,with jennifer so who'd you go to lunch with, casino 
295,oscar wants you to call him oh i got your cigarettes, casino 
296,i put her to bed look i tried to do this thing i know that you want me to but it's just you know i'm driving down the freeway and the fuckin' thing's 'beep beep beep beep' you know i'm in a restaurant and it's it's embarrassing i don't want to do it anymore where's amy, casino 
297,you threw it away i threw it away, casino 
298,hi you didn't answer your beeper get out of here, casino 
299,i am not she's my daughter too goddamn you you're stoned you're a junkie get out of here, casino 
300,i am i'm wakin' her up right now you're not takin' amy, casino 
301,fine i'm takin' amy you'll come back tomorrow and get the rest just get out of here, casino 
302,stop you aren't getting rid of me with one fuckin' suitcase and don't send your guys down there to stop me i mean it, casino 
303,yeah no kidding good it opens at 9 a m be there i'm going to the bank and i'm getting my jewelry too, casino 
304,here here is this enough money huh will it last you two fuckin' days take it greedy bitch take the fuckin' money you fuckin' want fuck you, casino 
305,you're lower than a dog i'll get your cash you haven't been straight with me ever since i met you you never loved me in the first place i need eyes in the back of my fuckin' head with you you fuckin' bitch, casino 
306,and i still get my money i need some cash right now you can't just put me in the street no kidding no kidding, casino 
307,the arrangement is over i'll go but i want my money right now, casino 
308,take your fuckin' bag and get out of here let go of me let go of me, casino 
309,i want you out of here i want you out of here come with me now come with me now come with me now i want you out of here, casino 
310,get off of me stop it you hate my guts i want you to come with me now, casino 
311,yes i want to kill you i hate your fuckin' guts there's nothin' to figure out i'm home we're workin' it out, casino 
