,lines,name
43,i would forget about the maneuver i would just get out, casino 
44,all right look if he took a break it would just give everybody some time to maneuver that's all i'm saying it's all that i'm saying, casino 
45,they ain't sendin' nicky nowhere, casino 
46,i don't know he doesn't listen to me maybe he should get lost for a while take a vacation would that be so bad, casino 
47,what do you propose, casino 
48,know what my problem is every time they mention my name in the papers these cocksuckers they mention nicky too how the fuck does that help i mean the heat he brought down is murder we had a police department who was cooperative he's pissed them off so much now that nobody can make a move anymore i mean what do you do about that, casino 
49,the old man said 'maybe your friend should give in ' and when the old man says 'maybe' that's like a papal bull not only should you quit you should run, casino 
50,walk away andy you can't be serious how can i walk away don't you see what's goin' on here don't you see what's at stake, casino 
51,these guys back home don't give a fuck about the supreme court and any of this bullshit they want things to quiet down they want you to walk away from, casino 
52,first of all what they did was totally unconstitutional we're already on the list to be heard before the supreme court of the united states later this year, casino 
53,it's a pity in this, casino 
54,he's on all night screamin' about how he's gonna take his damn lawsuit all the way to the supreme court he really must be crazy he's gonna go to washington with this he's out of his fuckin' mind, casino 
55,nobody's gonna interfere with your running the casino i guarantee it, casino 
56,i'm serious no interference, casino 
57,you got it, casino 
58,it's a tough proposition andy you you know if i did it i'd have to run it my way, casino 
59,why would they want to find out we're puttin' a hundred million into this desert here why would they want to lock us out and besides they'll never find out all you gotta do is keep changing your job title like uh from casino executive to food and beverage chairman and what happens it they take your application they put it at the bottom of the pile i know guys workin' there for thirty years don't have a license, casino 
60,but what happens when they do find out, casino 
61,you don't have to have a license to work in a casino all you gotta do is apply for one the state law says you can work in a casino while they're processing your application they got a ten year backlog, casino 
62,this check for 62 700 000 for the new tangiers, casino 
63,but andy also took orders and when he was told to give a pension fund loan to philip green, casino 
64,on behalf of the teamsters' pension fund it is my pleasure to present to you, casino 
65,he even played golf with the president, casino 
66,philip if you would rise, casino 
67,a powerful man, casino 
68,this is a very auspicious occasion, casino 
69,as far as the world was concerned andy stone the head of the teamsters' pension fund was a legitimate guy, casino 
70,speeding, casino 
71,look look you can't stop her for speeding i mean look what the hell she's doing, casino 
72,hold on a second, casino 
73,hey, casino 
74,wait hold on a second, casino 
75,stop, casino 
76,all right take care, casino 
77,okay randy thank you, casino 
78,congratulations, casino 
79,yeah, casino 
80,oh good, casino 
81,not bad not bad in fact uh my wife's pregnant again, casino 
82,fine fine how's your family, casino 
83,no it's it'll just be a couple of minutes we got other things to do too you know he'll hurry her up how's everything else besides this, casino 
84,yeah i don't want her in there more than a few more minutes, casino 
85,i will let her in the house for five minutes if you gentlemen will escort her out if she happens not to want to leave because i don't i, casino 
86,no you're not calm, casino 
87,jesus christ what gun he's got a fuckin' hero sandwich here, casino 
88,been right but who knows, casino 
89,the worst was blue, casino 
90,watch it partner watch it, casino 
91,stupid things, casino 
92,i mean frank marino was there to meet him but so were the cops this time they wanted to pinch him for some diamond burglary in antwerp, casino 
93,excuse me, casino 
94,even after a little vacation they hassled him at the airport, casino 
95,you got it schmuck all right i just bought us a few minutes want to get back at this prick, casino 
96,right back, casino 
97,i'll call you right back, casino 
98,right away, casino 
99,mm hm 1862 okay good i'll call you right b, casino 
100,702 472 1862, casino 
101,so l l l listen i te i te i tell you can i call you back in a few minutes, casino 
102,sam i i don't know where she is okay, casino 
103,you understand put her on the fuckin' phone, casino 
104,uh i'm not sam i wouldn't, casino 
105,i know she's there don't fuck around with me, casino 
106,listen to me very carefully i want to talk to ginger i want my kid back i want her put on a plane immediately, casino 
107,lester, casino 
108,she's not here sam, casino 
109,rothstein i want to talk to ginger put her on the phone, casino 
110,yeah is this lester this is sam, casino 
111,hello, casino 
112,hello, casino 
113,hey little dale evans, casino 
114,m uh mr and mrs rothstein, casino 
115,hey that's just fuckin' that's bullshit you know you know what the fuck, casino 
116,you fuckin' piece of shit, casino 
117,okay, casino 
118,you do yeah well if you ever come back again ever to take her money next time bring a pistol that way you got a chance be a man don't be a fuckin' pimp now you want to do me a favor get out of here i want to be alone with my wife get the fuck up and get out of here, casino 
119,yeah yeah i know that, casino 
120,she's my wife look at me you did know that didn't you you knew that she's my wife huh hey look at me, casino 
121,he was a moocher a card cheat a country club golf hustler a scumbag chasing dentists for a few bucks, casino 
122,yeah, casino 
123,look gin you know i got other people in this i got partners but i want you to understand that i am lookin' out for you in this thing okay you're going to get yours back and you're gonna get it back first okay, casino 
124,but one thing i could never understand was that she could have everything under control except for her old pimp boyfriend lester diamond, casino 
125,well, casino 
126,no tha that's good it's just unusual to tell you the truth so many of my clients don't, casino 
127,yeah sure i do why, casino 
128,sam let me ask you a question you must really trust your wife, casino 
129,that's right, casino 
130,so once she signs those papers she'll be the only person to have total access to the box no one else including myself, casino 
131,now this is just a signature card, casino 
132,ohhh, casino 
133,i don't know, casino 
134,you don't know what time did your mother do this when did she leave, casino 
135,i don't know, casino 
136,when did this happen honey, casino 
137,oh no please please, casino 
138,i'm gonna get a knife and cut you loose honey i'll, casino 
139,mommy, casino 
140,what happened what happened who did this to you, casino 
141,dad, casino 
142,wh wh, casino 
143,i can't i'm tied, casino 
144,amy amy open the door, casino 
145,help daddy, casino 
146,hello hello ginger, casino 
147,okay, casino 
148,oh have a good day at school, casino 
149,hey be fuckin' nice calm be nice don't fuck up in here, casino 
150,yeah nicky i want to talk to that fuckin' bitch, casino 
151,she didn't know who to turn to she she didn't know where to turn she was tryin' to save your marriage, casino 
152,i want to just talk i want to talk to that irish bitch, casino 
153,ace don't listen don't don't make a scene all right, casino 
154,i'll be right there, casino 
155,yeah she's here, casino 
156,she's there with you she's there with you, casino 
157,yeah well listen ginger's over here at the leaning tower with me, casino 
158,ginger's missing and she tied amy up and she locked her in her room i gotta find her i don't know where the hell she is, casino 
159,well, casino 
160,uh you know i just wanted to talk to you a minute, casino 
161,well, casino 
162,how'd you know i was here, casino 
163,no i'm not okay, casino 
164,yeah what are you doin' you okay, casino 
165,nick, casino 
166,it's me, casino 
167,yeah uh who's this, casino 
168,sammy, casino 
169,hello, casino 
170,well once you get her here you think about it you know but get the kid back here she wants to come back that's the uh that's the main thing here you want your kid don't you huh, casino 
171,she's driving me fuckin' crazy, casino 
172,i think if you uh okay it you know assure her that she's gonna be all right she'll come back, casino 
173,i don't know what am i gonna do with this woman i don't know she's drivin' me fuckin' crazy, casino 
174,i know why didn't you come to me i mean this is family it ain't business meanwhile you make calls back home sammy it makes us look bad out here you know what i mean back and forth this one and that one and in the meantime she's gone anyway am i right, casino 
175,yeah she's with that cocksucker again and they got amy, casino 
176,she was afraid to call you, casino 
177,and what'd she want, casino 
178,i just told you she called me, casino 
179,yeah, casino 
180,ginger called me, casino 
181,i'm gonna okay you ten and get you even and that's it then you got to get out of here before the cops and the newspapers are all over you, casino 
182,just give me the money fuckin' give me the fuckin' money sammy, casino 
183,nicky nicky you're not listenin' to me i'm here to help you what's the matter with you you're gonna bury us both, casino 
184,hey sammy tell this jew motherfucker over here to pay that marker, casino 
185,what are you doin' you gotta get out of here, casino 
186,get this through your head you jew motherfucker you you only exist out here because of me that's the only reason without me you personally every fuckin' wiseguy skell skell the lowest form of wiseguy a drunken bum around'll take a piece of your fuckin' jew ass then where you gonna go you're fuckin' warned don't ever go over my fuckin' head again you motherfucker you, casino 
187,you never, casino 
188,back back up back up a fuckin' minute here one minute i asked you when the fuck did i ever ask you if i could come out here get this through your head you, casino 
189,you do you remember what i told you, casino 
190,back, casino 
191,no it it nicky when you asked me if you could come out here what did i tell you i mean you asked me and i knew you were going to come out no matter what i said but what did i tell you do you remember what i told, casino 
192,oh sure now you want to blame your fuckin' license on me is that it, casino 
193,me i wouldn't even be in this situation if it wasn't for you you brought down so much fuckin' heat on me i mean every time i meet somebody here the big question is do i know you, casino 
194,you're makin' a big fuckin' spectacle of yourself, casino 
195,yeah i did want to go on tv that way i have a forum i can fight back i'm known people see me they know they can't fuck around with me like they could if i was an unknown that's right, casino 
196,your fuckin' ass you could have had the food and beverage job without goin' on television you wanted to go on tv, casino 
197,i'm only on tv because i gotta be able to hang around the casino you understand that you know that come on, casino 
198,you know i get calls from back home every fuckin' day they think you went batshit, casino 
199,what are you, casino 
200,i'm what counts out here not your fuckin' country clubs or your fuckin' tv shows and what the fuck are you doin' on tv anyhow, casino 
201,i, casino 
202,oh i don't know whether you know this or not but you only have your fuckin' casino because i made that possible, casino 
203,yeah i said i let the bullshit blow over for a while so i can run the casino anything goes wrong with the casino it's my ass it's not yours it's my ass, casino 
204,you want me to get out of my own fuckin' town, casino 
205,i didn't do anything i mean i didn't order you or anybody i only told andy stone that you had a lot of heat on you and that was a problem, casino 
206,no you said i'm bringin' heat on you i gotta listen to people because of your fuckin' shit you're ordering me out you better get your own fuckin' army pal, casino 
207,i don't even know what you're talkin' about nick, casino 
208,what people what'd you think i wasn't gonna find out, casino 
209,what people, casino 
210,where the fuck you get off talkin' to people about me behind my back goin' over my head, casino 
211,don't ask questions just be there, casino 
212,why, casino 
213,hundred yards further down the road, casino 
214,no a, casino 
215,what what caesar's, casino 
216,meet me at three, casino 
217,yeah, casino 
218,and at the, casino 
219,practice enough this week you prick, casino 
220,on the line and this guy's out havin' the time of his life he has every cop in the state watchin' him and he's out playin' golf, casino 
221,the problem was nicky was not only bringin' heat on himself but on me too the fbi watched every move he made but he didn't care he just didn't care, casino 
222,i see you you motherfuckers, casino 
223,peekaboo you fucks you, casino 
224,the coppers blamed me for everything that went wrong out here and i mean every little fuckin' thing too, casino 
225,nicky was questioned in two dozen murders but they always had to let him go there were never any witnesses, casino 
226,nicky wanted to take over he wanted to go after gaggi go after the skim go after everything and everybody, casino 
227,fuckin' walking around with a big head you better check yourself, casino 
228,i knew what he wanted and i didn't want any part of it, casino 
229,your fuckin' head is getting' bigger than your casino that's your problem pal, casino 
230,this guy is gonna run to the fbi, casino 
231,yeah that's right the way you need me to vouch for you as a citizen and get you out of one of your jams i'm gonna have to straighten out what you just did with this guy, casino 
232,a week ago it was my business now it's none of my business in other words when you need me to take care of somethin' for you then you need me, casino 
233,that's right yeah, casino 
234,it's none of my business, casino 
235,ju just stay away from her it's none of your business okay there are certain things you don't do and you know that, casino 
236,and i what was i supposed to do throw her out, casino 
237,okay, casino 
238,she came to talk to me, casino 
239,don't do it to me, casino 
240,to me, casino 
241,please, casino 
242,hey she came to talk, casino 
243,i i would appreciate it if you'd stay out of my personal life okay you wouldn't like it if i did it to you, casino 
244,the point is that she's upset she's and you got a fuckin' problem, casino 
245,listen i would, casino 
246,no i didn't what good would that do that's not the fuckin' point, casino 
247,all of a sudden you're the shoulder to cry on did you at least tell her about your little role in that whole situation, casino 
248,well she comes to see me she was upset about a lot of things especially that whole fuckin' diamond that lester diamond incident, casino 
249,now what does she have to do with all this, casino 
250,yeah, casino 
251,my wife, casino 
252,you know i didn't want to bring this up but you have treating a lot of people with a lot of disrespect even your own wife, casino 
253,yeah, casino 
254,uh uh cigarette holder i'm i lost control, casino 
255,all right, casino 
256,a fuckin' pink robe and a fuckin', casino 
257,all right, casino 
258,look at you you're fuckin' walkin' around like john barrymore, casino 
259,yes you lost your control, casino 
260,i lost control, casino 
261,you lost your control, casino 
262,yeah, casino 
263,what happened to me what happened to you, casino 
264,what the fuck happened to you will you tell me, casino 
265,every time you're on television i get mentioned that looks bad that looks bad, casino 
266,yeah, casino 
267,looks bad i'm gonna tell you what looks bad, casino 
268,well back home they don't know about fuckin' control that looks bad, casino 
269,i have no control over that ronnie and billy were right there they'll tell you exactly what happened, casino 
270,yeah that's out of context okay, casino 
271,that's all taken out of context okay, casino 
272,you mean quiet like this 'i'm the boss ' that's quiet, casino 
273,okay i just wanna run a square joint that's it i just want my license i want everything nice and quiet that's it, casino 
274,fine, casino 
275,i don't wanna be involved in anything you're talkin' about, casino 
276,all right fine, casino 
277,i'll be honest with you, casino 
278,just say so, casino 
279,i don't wanna come along with you, casino 
280,you should say so, casino 
281,no i don't wanna come, casino 
282,yeah forget about your fuckin' license i plant my own flag out here you ain't gonna need a fuckin' license you know i don't know what it is sammy but the more i talk to you the more i feel like you just don't wanna go along with me is that it, casino 
283,listen nick you gotta understand my situation i'm responsible for thousands of people i got a hundred million a year goin' through the place it's all over i'm gonna tell you it's all over if i don't get that license and believe me if it goes bad for me it's gonna go bad for a lot of people you understand, casino 
284,where's my head where's your fuckin' balls huh you know i'm tryin' to put somethin' really big together out here you know what i'm talkin' about huh you know if you're actin' like this now how can i depend on you there's a lot of things gonna change out here and if you wanna be there with me sammy you're gonna have to go my fuckin' way, casino 
285,i'm not tryin' to tell you what to do but you were way out of line nick what're you doin' where's your head, casino 
286,fuck the fbi that prick's been dodging me for three weeks and what is it with you all of a sudden you're tryin' to tell me what to do all the time, casino 
287,what're you doin' he's a square guy for chrissakes you can't treat him like that he's gonna run to the fbi, casino 
288,you think he got the point, casino 
289,hey, casino 
290,hey ace, casino 
291,well it's okay i'll use the service entrance i'll see you at nine, casino 
292,very difficult to get in, casino 
293,it's impossible it's booked up and you gotta make a reservation it's, casino 
294,no no it's okay, casino 
295,listen, casino 
296,hello, casino 
297,here let's put a little of this on for you i know you like this a little butter right not a lot, casino 
298,no matter where he was or what he was doing he always went home to make breakfast for his son nicky boy, casino 
299,hey rich, casino 
300,yeah nicky loved restaurants he was a real restaurant buff and over the years he always made money with them, casino 
301,i gotta do somethin' i gotta do somethin' they ain't gettin' rid of me they're not gettin' rid of me i'm staying here fuck 'em fuck 'em, casino 
302,it just didn't sink into his head about the black book and what it meant not being able to go into a casino is just one thing but being in this book etched your name into the brains of every cop and fbi agent in the state i mean you're listed in there with al capone but nicky didn't care, casino 
303,in so many words yes, casino 
304,in other words i'm fucked, casino 
305,forget it you can't even set foot in the parking lot that's how serious it is, casino 
306,let's say for instance i want to go in the restaurant which happens to be in the casino to get one of those sandwiches i like, casino 
307,nope there's no way, casino 
308,motherfucker unsavory fuckin' is there any way around this, casino 
309,yeah i believe it you got banned, casino 
310,' detrimental to gaming and he will be ejected from any casino in las vegas and the casinos can be fined as much as a hundred thousand every time he shows up ' do you believe this shit, casino 
311,what the fuck is that supposed to mean, casino 
312,well it wasn't long before what i was afraid was gonna happen happened nicky managed to get himself banned from every casino in las vegas and from then on i couldn't be seen talkin' to him anywhere in vegas or even near it, casino 
313,all right, casino 
314,i'm just tellin' you don't say i didn't warn you, casino 
315,what am i doin' out here i'm tryin' to make a livin' that's all, casino 
316,bullshit or no bullshit they put you in that book you're gonna be in a lot of trouble you will not be able to walk into the casino i'm tellin' you, casino 
317,that black book is a bunch of bullshit they got two names in there for the whole country and one of them is still al capone, casino 
318,i'm i'm hearin' things from security they're all ex cops the sheriff's lookin' to bust your balls they want to put you in the black book, casino 
319,why somebody's complaining, casino 
320,you better watch yourself there's a lot of heat on you already, casino 
321,between, casino 
322,hey i gotta give the guy credit he does the most obvious thing this is the only town in the country where a bookie joint is legit so why not take advantage right so he took bookie joints off the street and then opened them up inside the casino well within a few years by doin' all of this he had every casino on the strip trying to copy off him, casino 
323,you're still eight pounds over what's the reason for this, casino 
324,but i'll tell you he knew how to bring in the crowds he knew all the fuckin' angles he brought over the whole 'femme fatale' show from paris but he forgot how lazy them european dancin' broads can get i mean he had to weigh 'em in once a week to make sure they didn't blow up like fuckin' balloons, casino 
325,thanks pal, casino 
326,okay, casino 
327,all right ace, casino 
328,i'm sorry about this really, casino 
329,if he does it again he's out for good i don't care what it is nick i'm gonna ha i'll i'll never let him in the place again, casino 
330,what ho hey come here, casino 
331,so what do you think i do i threw that cocksucker out, casino 
332,then he called me a faggot, casino 
333,what, casino 
334,and he tells me to go fuck myself, casino 
335,he insulted billy and then i walked over to him politely, casino 
336,no, casino 
337,no i didn't know that but you know what he did, casino 
338,you been lucky all week they're lookin' to nail ya, casino 
339,so i'm lucky i'm not allowed to get lucky in this place, casino 
340,be careful gaming agents are all over the place, casino 
341,i mean nicky's a made guy and i'm not i can't do that, casino 
342,four aces doc, casino 
343,and i didn't want any of those agents near my place, casino 
344,it was so obvious i mean all of nicky's half assed mechanics they were real signal happy, casino 
345,the next thing i did i started bustin' out high stakes poker players, casino 
346,to begin i put money out on the streets chargin' three points a week you know juice to the fuckin' dealers, casino 
347,nicky was dreamin' his own kind of vegas, casino 
348,it was typical ace he invited the biggest people in town and he knew they'd show because he knew they all wanted somethin' from him with ace nobody ever got a free ride even ginger with her, casino 
349,when i married ginger i knew all the stories but i didn't give a fuck 'i'm sam rothstein ' i said 'i can change her ', casino 
350,me that's why the bosses sent me out here they wanted me to make sure none of the other crews robbed the joint like these two fuckin' balloon heads over here eddy and jerry they were gonna try and bang us out of two hundred fuckin' grand yeah right i'm sure, casino 
351,especially at the casino where he definitely did not work people got the message, casino 
352,and nicky being nicky he made his presence known, casino 
353,ohh, casino 
354,yeah he had a fool proof scheme all right it wasn't very scientific but it worked when he won he collected when he lost he told the bookies to go fuck themselves what were they gonna do muscle nicky nicky was the muscle, casino 
355,but i saw it another i saw it as untouched i mean they had bookies pimps and drug dealers i could shake down who the fuck were they gonna run to so i started getting everybody in line best of all for the first time in my life i figured out a way not to lose, casino 
356,don't worry about it i'm not gonna do anything what am i gonna do i'm especially not gonna involve you in anything, casino 
357,nick i gotta tell you i got pinched twice for no reason you really gotta be careful i'm running a licensed place everything's legit, casino 
358,i don't care i want to get away from back home for a while i'm tired of that shit back there look at this place it's made of money you know what the best part is nobody's gonna know what we're doin' there's nobody here to see us everybody's back home, casino 
359,sure you have my permission but i i just gotta tell you it's no joke out here it's no joke you know you gotta keep a low profile it's not like back home right off the bat they don't like guys like us and this sheriff's a real cowboy even the coppers aren't afraid to bury people out in the desert here, casino 
360,you mean i have your permission, casino 
361,no of course not, casino 
362,what do you think about me movin' out here what's the matter you got a problem with that, casino 
363,after we ate we left jennifer and ginger alone and we took a ride to talk and then he hit me with it, casino 
364,honey come here, casino 
365,holy shit what've you been doin' out here, casino 
366,ginger, casino 
367,yeah, casino 
368,somethin' huh, casino 
369,okay sammy, casino 
370,hey, casino 
371,nobody interfered with the fuckin' skim, casino 
372,i mean he took care of himself only too well and that's why every badge back home wanted to nail him, casino 
373,you find any cash in there we'll whack it up with you, casino 
374,but nobody had to take care of nicky, casino 
375,listen, casino 
376,while i was tryin' to figure out why the guy was sayin' what he was sayin' nicky just hit him no matter how big a guy might be nicky would take him on you beat nicky with fists he comes back with a bat you beat him with a knife he comes back with a gun and you beat him with a gun you better kill him because he'll keep comin' back and back until one of you is dead, casino 
377,wait a sec nicky nicky nicky ta take it easy, casino 
378,what's that you hear you hear a little girl frankie you hear a little girl ace is that a little fuckin' girl what happened to the fuckin' tough guy told my friend stick it up his fuckin' ass huh huh, casino 
379,if he don't know nobody knows told you it was eight, casino 
380,eight, casino 
381,it was eight ace tell him the line on the bear's game, casino 
382,how did nicky collect, casino 
383,they payin', casino 
384,yeah we made a great pair i made book and nicky made sure we always collected the old men loved us and why not they all made money with us, casino 
385,if his girlfriend was knocked up, casino 
386,i'll take columbia for twenty, casino 
387,place the checks properly that's the way you do it, casino 
388,he bet like a fuckin' brain surgeon, casino 
389,where the hell did you learn how to deal, casino 
390,you know havin' some fun with it shit like that, casino 
391,you know i don't know if i could do this even if i wanted to the gaming commission would never give me a license i have at least two dozen gambling and bookmaking pinches on me, casino 
392,give him a shot at runnin' a casino and he tries to talk you out of it, casino 
393,got a lot of holes in the desert and a lot of problems are buried in those holes except you gotta do it right i mean you gotta have the hole already dug before you show up with a package in the trunk otherwise you're talkin' about a half hour or forty five minutes of diggin' and who knows who's gonna be comin' along in that time before you know it you gotta dig a few more holes you could be there all fuckin' night, casino 
394,but it's in the desert where lots of the town's problems are solved, casino 
395,matter of fact, casino 
396,by the only kind of guys that can actually get you that kind of money sixty two million seven hundred thousand dollars i don't know all the details, casino 
397,you bet, casino 
398,no problem sorry, casino 
399,mr rothstein your people never will understand the way it works out here you're all just our guests but you act like you're at home let me tell you somethin' partner you ain't home but that's where we're gonna send you if it harelips the governor thank you for your time, casino 
400,okay thanks um you know that's it i'm sorry, casino 
401,i'm sorry i can't do anything he's too incompetent and the bottom line is he cannot be trusted, casino 
402,well could there be any position further down the trough, casino 
403,i can't do that and i appreciate the fact that he's your brother in law and i do want to help you and i like to do favors and i know who you are but i cannot do that, casino 
404,you have got me there old don is as useless as tits on a boar but he is my brother in law and i would look on it as a personal favor if you'd think some more on hirin' him back, casino 
405,i think you're way out of line talkin' to me like that what you're sayin' is libelous and you're in no position to challenge my expertise i went way out of my way to be very helpful and courteous to that kid he's weak he's incompetent he jeopardizes the whole place there's not much more i can do for him, casino 
406,are uh are we certain that you want the gamin' control board eyeballin' your record and your gangster pals like nicky santoro, casino 
407,believe me if i could prove it he would be under arrest, casino 
408,before we point the dirty end of the stick at 'ol don uh we better be sure we can prove them charges, casino 
409,i'm sorry but he knew about our gettin' hit on three big machines in a row and he did nothing about it that means either he was in on it or forgive me for saying this he was too dumb to see what was going on either way i cannot have a man like that workin' here, casino 
410,uh i come here personally to kind of smooth over a fracas about a certain matter see uh maybe you didn't know it but uh don ward is a very well liked man in this town he's got lots of friends here now his family and their money go back many many years now friends vote family and money votes that's important to me and you and if you'll think about our little problem along them lines and you forgive me for sayin' it maybe he did not deserve to be fired, casino 
411,no that's quite all right, casino 
412,hey house is doin' well hey all that money is rollin' in i appreciate you takin' the time to see a poor ol' civil servant, casino 
413,oh thank you sir, casino 
414,yeah i heard a lot about you, casino 
415,hey it is my pleasure, casino 
416,how do you do, casino 
417,mr rothstein i'm pat webb, casino 
418,seven o'clock, casino 
419,seven o'clock, casino 
420,i'll come by, casino 
421,okay you come by the house, casino 
422,well it's a little too early i'd say thursday would be good i'll know by then is that all right, casino 
423,you see never tells me nothin' ace what do we got on for next week, casino 
424,well that's why they paid so well, casino 
425,son of a bitch how the hell did you get oklahoma michigan nobody ever had oklahoma mi how the hell'd you do it, casino 
426,hello jennifer it's sam, casino 
427,hello, casino 
428,next morning bright and early i get the call, casino 
429,let's go to lunch do you want to go to the riviera, casino 
430,as soon as andy got back home nicky heard about our talk in the car, casino 
431,you know i don't feel like playin' tennis, casino 
432,good to meet you, casino 
433,this is jennifer and nick they're dear friends of mine, casino 
434,all right we're clear, casino 
435,i mean that's what worried me 'cause it turns out nicky was about to be sent to vegas, casino 
436,come on there we go look at that beautiful, casino 
437,because nicky enjoyed being a gangster and he didn't give a damn who knew it, casino 
438,and they were usually right, casino 
439,you go and put your things away, casino 
440,they were ready to blame him for anything no matter where it happened, casino 
441,oh yes will you help me fold these please, casino 
442,half i'm comin' down, casino 
443,ace listen to me, casino 
444,half of everything is mine, casino 
445,no ace, casino 
446,legally she can't take that stuff legally she can't take the stuff, casino 
447,she's a fuckin' junkie she's out of her fucking mind do you unders, casino 
448,what can i do, casino 
449,you've got to stop her, casino 
450,i i'm sorry sam, casino 
451,charlie you've gotta you've gotta stop her, casino 
452,yeah refill'd be great, casino 
453,want something to drink charlie you want a refill, casino 
454,no just stop everything, casino 
455,it's always been our policy, casino 
456,that's right she will get fired in fact i want you to send her back to paris, casino 
457,but sir well i don't know why i guess maybe because she's frightened that if she doesn't lose the weight she may even get fired, casino 
458,all you do is give me answers just just give me the right answer, casino 
459,and she doesn't always, casino 
460,she could at least lose half a pound or a quarter listen, casino 
461,mr rothstein well sometimes when you reach that pressure point when you put that pressure point on them you know it shows, casino 
462,'mr rothstein' is good enough, casino 
463,position, casino 
464,i, casino 
465,trying to offer you the respect that your, casino 
466,why is she eight pounds over, casino 
467,well sir i was just, casino 
468,never mind the 'sir' never mind the 'sir', casino 
469,mr rothstein sir let me put her on suspension, casino 
470,okay, casino 
471,i i'll do it, casino 
472,right away okay, casino 
473,okay just take it easy, casino 
474,yeah bill listen i'll explain to you later just you you got a gun at home yeah bring it over here right away, casino 
475,who's this, casino 
476,yeah billy sherbert please put him on, casino 
477,he's gonna come up with ten thousand just the way you wanted, casino 
478,no just just give him give him ten that's it ten i'll be right down, casino 
479,he wants a fifty thousand marker, casino 
480,oh no, casino 
481,now he's really pissed, casino 
482,the little guy he's half in the bag and nobody told him he was eighty sixed from the joint so we, casino 
483,what is it, casino 
484,sam we got a problem, casino 
485,here we go good luck, casino 
486,l'chaim yiddish for 'to life', casino 
487,to abraham lincoln, casino 
488,i don't care what she is she's an institution that's the problem she's lazy, casino 
489,this woman's an institution, casino 
490,call security, casino 
491,fuckin' asshole won't budge, casino 
492,we have some nice penthouses you'll enjoy maybe the presidential suite, casino 
493,why not make them happy, casino 
494,certainly senator, casino 
495,help the senator give him whatever he wants, casino 
496,nice to see you senator, casino 
497,i had dozens of politicians and state officials comin' through that place every week, casino 
498,i wouldn't give the bum a mop job, casino 
499,he's juiced in he's the county commissioner's cousin, casino 
500,we can't get rid of him, casino 
501,we need this guy, casino 
502,for guys like me las vegas washes away your sins it's a morality car wash it does for us what lourdes does for humpbacks and cripples and along with making us legit, casino 
503,and this is ronnie who takes care of the card room, casino 
504,i hired an old casino pal billy sherbert as my manager and i went to work, casino 
505,they had all the pieces they needed, casino 
506,but it was just mine, casino 
507,after all the threats and all the bullshit it turned out ginger didn't tell 'em anything but by then the feds didn't need her anyway, casino 
508,if she calms down, casino 
509,i am calm, casino 
510,if she calms down i will let her in the house, casino 
511,you ought to be afraid the way you fuckin' treat me, casino 
512,should i let her in like, casino 
513,let me in the house fucker, casino 
514,i'm afraid she's gonna destroy stuff, casino 
515,oh you are, casino 
516,i'm afraid to let her in the house, casino 
517,what do you mean what am i gonna do i'm in the same clothes for two days i want to get a few of my things big deal, casino 
518,who knows what you're gonna do in there i don't want you, casino 
519,not gonna let me in, casino 
520,i won't let her in i'm sorry randy i'm not gonna let her in she well i'm not gonna let her in the way she's behaving i'm i'm, casino 
521,i'm not, casino 
522,you are not threatening me anymore, casino 
523,don't you threaten me, casino 
524,you'll wake the whole neighborhood, casino 
