,lines,name,type
101,so l l l listen i te i te i tell you can i call you back in a few minutes, casino ,Drama
102,sam i i don't know where she is okay, casino ,Drama
103,you understand put her on the fuckin' phone, casino ,Drama
104,uh i'm not sam i wouldn't, casino ,Drama
105,i know she's there don't fuck around with me, casino ,Drama
106,listen to me very carefully i want to talk to ginger i want my kid back i want her put on a plane immediately, casino ,Drama
107,lester, casino ,Drama
108,she's not here sam, casino ,Drama
109,rothstein i want to talk to ginger put her on the phone, casino ,Drama
110,yeah is this lester this is sam, casino ,Drama
111,hello, casino ,Drama
112,hello, casino ,Drama
113,hey little dale evans, casino ,Drama
114,m uh mr and mrs rothstein, casino ,Drama
115,hey that's just fuckin' that's bullshit you know you know what the fuck, casino ,Drama
116,you fuckin' piece of shit, casino ,Drama
117,okay, casino ,Drama
118,you do yeah well if you ever come back again ever to take her money next time bring a pistol that way you got a chance be a man don't be a fuckin' pimp now you want to do me a favor get out of here i want to be alone with my wife get the fuck up and get out of here, casino ,Drama
119,yeah yeah i know that, casino ,Drama
120,she's my wife look at me you did know that didn't you you knew that she's my wife huh hey look at me, casino ,Drama
121,he was a moocher a card cheat a country club golf hustler a scumbag chasing dentists for a few bucks, casino ,Drama
122,yeah, casino ,Drama
123,look gin you know i got other people in this i got partners but i want you to understand that i am lookin' out for you in this thing okay you're going to get yours back and you're gonna get it back first okay, casino ,Drama
124,but one thing i could never understand was that she could have everything under control except for her old pimp boyfriend lester diamond, casino ,Drama
125,well, casino ,Drama
126,no tha that's good it's just unusual to tell you the truth so many of my clients don't, casino ,Drama
127,yeah sure i do why, casino ,Drama
128,sam let me ask you a question you must really trust your wife, casino ,Drama
129,that's right, casino ,Drama
130,so once she signs those papers she'll be the only person to have total access to the box no one else including myself, casino ,Drama
131,now this is just a signature card, casino ,Drama
132,ohhh, casino ,Drama
133,i don't know, casino ,Drama
134,you don't know what time did your mother do this when did she leave, casino ,Drama
135,i don't know, casino ,Drama
136,when did this happen honey, casino ,Drama
137,oh no please please, casino ,Drama
138,i'm gonna get a knife and cut you loose honey i'll, casino ,Drama
139,mommy, casino ,Drama
140,what happened what happened who did this to you, casino ,Drama
141,dad, casino ,Drama
142,wh wh, casino ,Drama
143,i can't i'm tied, casino ,Drama
144,amy amy open the door, casino ,Drama
145,help daddy, casino ,Drama
146,hello hello ginger, casino ,Drama
147,okay, casino ,Drama
148,oh have a good day at school, casino ,Drama
149,hey be fuckin' nice calm be nice don't fuck up in here, casino ,Drama
150,yeah nicky i want to talk to that fuckin' bitch, casino ,Drama
151,she didn't know who to turn to she she didn't know where to turn she was tryin' to save your marriage, casino ,Drama
152,i want to just talk i want to talk to that irish bitch, casino ,Drama
153,ace don't listen don't don't make a scene all right, casino ,Drama
154,i'll be right there, casino ,Drama
155,yeah she's here, casino ,Drama
156,she's there with you she's there with you, casino ,Drama
157,yeah well listen ginger's over here at the leaning tower with me, casino ,Drama
158,ginger's missing and she tied amy up and she locked her in her room i gotta find her i don't know where the hell she is, casino ,Drama
159,well, casino ,Drama
160,uh you know i just wanted to talk to you a minute, casino ,Drama
161,well, casino ,Drama
162,how'd you know i was here, casino ,Drama
163,no i'm not okay, casino ,Drama
164,yeah what are you doin' you okay, casino ,Drama
165,nick, casino ,Drama
166,it's me, casino ,Drama
167,yeah uh who's this, casino ,Drama
168,sammy, casino ,Drama
169,hello, casino ,Drama
170,well once you get her here you think about it you know but get the kid back here she wants to come back that's the uh that's the main thing here you want your kid don't you huh, casino ,Drama
171,she's driving me fuckin' crazy, casino ,Drama
172,i think if you uh okay it you know assure her that she's gonna be all right she'll come back, casino ,Drama
173,i don't know what am i gonna do with this woman i don't know she's drivin' me fuckin' crazy, casino ,Drama
174,i know why didn't you come to me i mean this is family it ain't business meanwhile you make calls back home sammy it makes us look bad out here you know what i mean back and forth this one and that one and in the meantime she's gone anyway am i right, casino ,Drama
175,yeah she's with that cocksucker again and they got amy, casino ,Drama
176,she was afraid to call you, casino ,Drama
177,and what'd she want, casino ,Drama
178,i just told you she called me, casino ,Drama
179,yeah, casino ,Drama
180,ginger called me, casino ,Drama
181,i'm gonna okay you ten and get you even and that's it then you got to get out of here before the cops and the newspapers are all over you, casino ,Drama
182,just give me the money fuckin' give me the fuckin' money sammy, casino ,Drama
183,nicky nicky you're not listenin' to me i'm here to help you what's the matter with you you're gonna bury us both, casino ,Drama
184,hey sammy tell this jew motherfucker over here to pay that marker, casino ,Drama
185,what are you doin' you gotta get out of here, casino ,Drama
186,get this through your head you jew motherfucker you you only exist out here because of me that's the only reason without me you personally every fuckin' wiseguy skell skell the lowest form of wiseguy a drunken bum around'll take a piece of your fuckin' jew ass then where you gonna go you're fuckin' warned don't ever go over my fuckin' head again you motherfucker you, casino ,Drama
187,you never, casino ,Drama
188,back back up back up a fuckin' minute here one minute i asked you when the fuck did i ever ask you if i could come out here get this through your head you, casino ,Drama
189,you do you remember what i told you, casino ,Drama
190,back, casino ,Drama
191,no it it nicky when you asked me if you could come out here what did i tell you i mean you asked me and i knew you were going to come out no matter what i said but what did i tell you do you remember what i told, casino ,Drama
192,oh sure now you want to blame your fuckin' license on me is that it, casino ,Drama
193,me i wouldn't even be in this situation if it wasn't for you you brought down so much fuckin' heat on me i mean every time i meet somebody here the big question is do i know you, casino ,Drama
194,you're makin' a big fuckin' spectacle of yourself, casino ,Drama
195,yeah i did want to go on tv that way i have a forum i can fight back i'm known people see me they know they can't fuck around with me like they could if i was an unknown that's right, casino ,Drama
196,your fuckin' ass you could have had the food and beverage job without goin' on television you wanted to go on tv, casino ,Drama
197,i'm only on tv because i gotta be able to hang around the casino you understand that you know that come on, casino ,Drama
198,you know i get calls from back home every fuckin' day they think you went batshit, casino ,Drama
199,what are you, casino ,Drama
200,i'm what counts out here not your fuckin' country clubs or your fuckin' tv shows and what the fuck are you doin' on tv anyhow, casino ,Drama
201,i, casino ,Drama
202,oh i don't know whether you know this or not but you only have your fuckin' casino because i made that possible, casino ,Drama
203,yeah i said i let the bullshit blow over for a while so i can run the casino anything goes wrong with the casino it's my ass it's not yours it's my ass, casino ,Drama
204,you want me to get out of my own fuckin' town, casino ,Drama
205,i didn't do anything i mean i didn't order you or anybody i only told andy stone that you had a lot of heat on you and that was a problem, casino ,Drama
206,no you said i'm bringin' heat on you i gotta listen to people because of your fuckin' shit you're ordering me out you better get your own fuckin' army pal, casino ,Drama
207,i don't even know what you're talkin' about nick, casino ,Drama
208,what people what'd you think i wasn't gonna find out, casino ,Drama
209,what people, casino ,Drama
210,where the fuck you get off talkin' to people about me behind my back goin' over my head, casino ,Drama
211,don't ask questions just be there, casino ,Drama
212,why, casino ,Drama
213,hundred yards further down the road, casino ,Drama
214,no a, casino ,Drama
215,what what caesar's, casino ,Drama
216,meet me at three, casino ,Drama
217,yeah, casino ,Drama
218,and at the, casino ,Drama
219,practice enough this week you prick, casino ,Drama
220,on the line and this guy's out havin' the time of his life he has every cop in the state watchin' him and he's out playin' golf, casino ,Drama
221,the problem was nicky was not only bringin' heat on himself but on me too the fbi watched every move he made but he didn't care he just didn't care, casino ,Drama
222,i see you you motherfuckers, casino ,Drama
223,peekaboo you fucks you, casino ,Drama
224,the coppers blamed me for everything that went wrong out here and i mean every little fuckin' thing too, casino ,Drama
225,nicky was questioned in two dozen murders but they always had to let him go there were never any witnesses, casino ,Drama
226,nicky wanted to take over he wanted to go after gaggi go after the skim go after everything and everybody, casino ,Drama
227,fuckin' walking around with a big head you better check yourself, casino ,Drama
228,i knew what he wanted and i didn't want any part of it, casino ,Drama
229,your fuckin' head is getting' bigger than your casino that's your problem pal, casino ,Drama
230,this guy is gonna run to the fbi, casino ,Drama
231,yeah that's right the way you need me to vouch for you as a citizen and get you out of one of your jams i'm gonna have to straighten out what you just did with this guy, casino ,Drama
232,a week ago it was my business now it's none of my business in other words when you need me to take care of somethin' for you then you need me, casino ,Drama
233,that's right yeah, casino ,Drama
234,it's none of my business, casino ,Drama
235,ju just stay away from her it's none of your business okay there are certain things you don't do and you know that, casino ,Drama
236,and i what was i supposed to do throw her out, casino ,Drama
237,okay, casino ,Drama
238,she came to talk to me, casino ,Drama
239,don't do it to me, casino ,Drama
240,to me, casino ,Drama
241,please, casino ,Drama
242,hey she came to talk, casino ,Drama
243,i i would appreciate it if you'd stay out of my personal life okay you wouldn't like it if i did it to you, casino ,Drama
244,the point is that she's upset she's and you got a fuckin' problem, casino ,Drama
245,listen i would, casino ,Drama
246,no i didn't what good would that do that's not the fuckin' point, casino ,Drama
247,all of a sudden you're the shoulder to cry on did you at least tell her about your little role in that whole situation, casino ,Drama
248,well she comes to see me she was upset about a lot of things especially that whole fuckin' diamond that lester diamond incident, casino ,Drama
249,now what does she have to do with all this, casino ,Drama
250,yeah, casino ,Drama
251,my wife, casino ,Drama
252,you know i didn't want to bring this up but you have treating a lot of people with a lot of disrespect even your own wife, casino ,Drama
253,yeah, casino ,Drama
254,uh uh cigarette holder i'm i lost control, casino ,Drama
255,all right, casino ,Drama
256,a fuckin' pink robe and a fuckin', casino ,Drama
257,all right, casino ,Drama
258,look at you you're fuckin' walkin' around like john barrymore, casino ,Drama
259,yes you lost your control, casino ,Drama
260,i lost control, casino ,Drama
261,you lost your control, casino ,Drama
262,yeah, casino ,Drama
263,what happened to me what happened to you, casino ,Drama
264,what the fuck happened to you will you tell me, casino ,Drama
265,every time you're on television i get mentioned that looks bad that looks bad, casino ,Drama
266,yeah, casino ,Drama
267,looks bad i'm gonna tell you what looks bad, casino ,Drama
268,well back home they don't know about fuckin' control that looks bad, casino ,Drama
269,i have no control over that ronnie and billy were right there they'll tell you exactly what happened, casino ,Drama
270,yeah that's out of context okay, casino ,Drama
271,that's all taken out of context okay, casino ,Drama
272,you mean quiet like this 'i'm the boss ' that's quiet, casino ,Drama
273,okay i just wanna run a square joint that's it i just want my license i want everything nice and quiet that's it, casino ,Drama
274,fine, casino ,Drama
275,i don't wanna be involved in anything you're talkin' about, casino ,Drama
276,all right fine, casino ,Drama
277,i'll be honest with you, casino ,Drama
278,just say so, casino ,Drama
279,i don't wanna come along with you, casino ,Drama
280,you should say so, casino ,Drama
281,no i don't wanna come, casino ,Drama
282,yeah forget about your fuckin' license i plant my own flag out here you ain't gonna need a fuckin' license you know i don't know what it is sammy but the more i talk to you the more i feel like you just don't wanna go along with me is that it, casino ,Drama
283,listen nick you gotta understand my situation i'm responsible for thousands of people i got a hundred million a year goin' through the place it's all over i'm gonna tell you it's all over if i don't get that license and believe me if it goes bad for me it's gonna go bad for a lot of people you understand, casino ,Drama
284,where's my head where's your fuckin' balls huh you know i'm tryin' to put somethin' really big together out here you know what i'm talkin' about huh you know if you're actin' like this now how can i depend on you there's a lot of things gonna change out here and if you wanna be there with me sammy you're gonna have to go my fuckin' way, casino ,Drama
285,i'm not tryin' to tell you what to do but you were way out of line nick what're you doin' where's your head, casino ,Drama
286,fuck the fbi that prick's been dodging me for three weeks and what is it with you all of a sudden you're tryin' to tell me what to do all the time, casino ,Drama
287,what're you doin' he's a square guy for chrissakes you can't treat him like that he's gonna run to the fbi, casino ,Drama
288,you think he got the point, casino ,Drama
289,hey, casino ,Drama
290,hey ace, casino ,Drama
291,well it's okay i'll use the service entrance i'll see you at nine, casino ,Drama
292,very difficult to get in, casino ,Drama
293,it's impossible it's booked up and you gotta make a reservation it's, casino ,Drama
294,no no it's okay, casino ,Drama
295,listen, casino ,Drama
296,hello, casino ,Drama
297,here let's put a little of this on for you i know you like this a little butter right not a lot, casino ,Drama
298,no matter where he was or what he was doing he always went home to make breakfast for his son nicky boy, casino ,Drama
299,hey rich, casino ,Drama
300,yeah nicky loved restaurants he was a real restaurant buff and over the years he always made money with them, casino ,Drama
301,i gotta do somethin' i gotta do somethin' they ain't gettin' rid of me they're not gettin' rid of me i'm staying here fuck 'em fuck 'em, casino ,Drama
302,it just didn't sink into his head about the black book and what it meant not being able to go into a casino is just one thing but being in this book etched your name into the brains of every cop and fbi agent in the state i mean you're listed in there with al capone but nicky didn't care, casino ,Drama
303,in so many words yes, casino ,Drama
304,in other words i'm fucked, casino ,Drama
305,forget it you can't even set foot in the parking lot that's how serious it is, casino ,Drama
306,let's say for instance i want to go in the restaurant which happens to be in the casino to get one of those sandwiches i like, casino ,Drama
307,nope there's no way, casino ,Drama
308,motherfucker unsavory fuckin' is there any way around this, casino ,Drama
309,yeah i believe it you got banned, casino ,Drama
310,' detrimental to gaming and he will be ejected from any casino in las vegas and the casinos can be fined as much as a hundred thousand every time he shows up ' do you believe this shit, casino ,Drama
311,what the fuck is that supposed to mean, casino ,Drama
312,well it wasn't long before what i was afraid was gonna happen happened nicky managed to get himself banned from every casino in las vegas and from then on i couldn't be seen talkin' to him anywhere in vegas or even near it, casino ,Drama
313,all right, casino ,Drama
314,i'm just tellin' you don't say i didn't warn you, casino ,Drama
315,what am i doin' out here i'm tryin' to make a livin' that's all, casino ,Drama
316,bullshit or no bullshit they put you in that book you're gonna be in a lot of trouble you will not be able to walk into the casino i'm tellin' you, casino ,Drama
317,that black book is a bunch of bullshit they got two names in there for the whole country and one of them is still al capone, casino ,Drama
318,i'm i'm hearin' things from security they're all ex cops the sheriff's lookin' to bust your balls they want to put you in the black book, casino ,Drama
319,why somebody's complaining, casino ,Drama
320,you better watch yourself there's a lot of heat on you already, casino ,Drama
321,between, casino ,Drama
322,hey i gotta give the guy credit he does the most obvious thing this is the only town in the country where a bookie joint is legit so why not take advantage right so he took bookie joints off the street and then opened them up inside the casino well within a few years by doin' all of this he had every casino on the strip trying to copy off him, casino ,Drama
323,you're still eight pounds over what's the reason for this, casino ,Drama
324,but i'll tell you he knew how to bring in the crowds he knew all the fuckin' angles he brought over the whole 'femme fatale' show from paris but he forgot how lazy them european dancin' broads can get i mean he had to weigh 'em in once a week to make sure they didn't blow up like fuckin' balloons, casino ,Drama
325,thanks pal, casino ,Drama
326,okay, casino ,Drama
327,all right ace, casino ,Drama
328,i'm sorry about this really, casino ,Drama
329,if he does it again he's out for good i don't care what it is nick i'm gonna ha i'll i'll never let him in the place again, casino ,Drama
330,what ho hey come here, casino ,Drama
331,so what do you think i do i threw that cocksucker out, casino ,Drama
332,then he called me a faggot, casino ,Drama
333,what, casino ,Drama
334,and he tells me to go fuck myself, casino ,Drama
335,he insulted billy and then i walked over to him politely, casino ,Drama
336,no, casino ,Drama
337,no i didn't know that but you know what he did, casino ,Drama
338,you been lucky all week they're lookin' to nail ya, casino ,Drama
339,so i'm lucky i'm not allowed to get lucky in this place, casino ,Drama
340,be careful gaming agents are all over the place, casino ,Drama
341,i mean nicky's a made guy and i'm not i can't do that, casino ,Drama
342,four aces doc, casino ,Drama
343,and i didn't want any of those agents near my place, casino ,Drama
344,it was so obvious i mean all of nicky's half assed mechanics they were real signal happy, casino ,Drama
345,the next thing i did i started bustin' out high stakes poker players, casino ,Drama
346,to begin i put money out on the streets chargin' three points a week you know juice to the fuckin' dealers, casino ,Drama
347,nicky was dreamin' his own kind of vegas, casino ,Drama
348,it was typical ace he invited the biggest people in town and he knew they'd show because he knew they all wanted somethin' from him with ace nobody ever got a free ride even ginger with her, casino ,Drama
349,when i married ginger i knew all the stories but i didn't give a fuck 'i'm sam rothstein ' i said 'i can change her ', casino ,Drama
350,me that's why the bosses sent me out here they wanted me to make sure none of the other crews robbed the joint like these two fuckin' balloon heads over here eddy and jerry they were gonna try and bang us out of two hundred fuckin' grand yeah right i'm sure, casino ,Drama
351,especially at the casino where he definitely did not work people got the message, casino ,Drama
352,and nicky being nicky he made his presence known, casino ,Drama
353,ohh, casino ,Drama
354,yeah he had a fool proof scheme all right it wasn't very scientific but it worked when he won he collected when he lost he told the bookies to go fuck themselves what were they gonna do muscle nicky nicky was the muscle, casino ,Drama
355,but i saw it another i saw it as untouched i mean they had bookies pimps and drug dealers i could shake down who the fuck were they gonna run to so i started getting everybody in line best of all for the first time in my life i figured out a way not to lose, casino ,Drama
356,don't worry about it i'm not gonna do anything what am i gonna do i'm especially not gonna involve you in anything, casino ,Drama
357,nick i gotta tell you i got pinched twice for no reason you really gotta be careful i'm running a licensed place everything's legit, casino ,Drama
358,i don't care i want to get away from back home for a while i'm tired of that shit back there look at this place it's made of money you know what the best part is nobody's gonna know what we're doin' there's nobody here to see us everybody's back home, casino ,Drama
359,sure you have my permission but i i just gotta tell you it's no joke out here it's no joke you know you gotta keep a low profile it's not like back home right off the bat they don't like guys like us and this sheriff's a real cowboy even the coppers aren't afraid to bury people out in the desert here, casino ,Drama
360,you mean i have your permission, casino ,Drama
361,no of course not, casino ,Drama
362,what do you think about me movin' out here what's the matter you got a problem with that, casino ,Drama
363,after we ate we left jennifer and ginger alone and we took a ride to talk and then he hit me with it, casino ,Drama
364,honey come here, casino ,Drama
365,holy shit what've you been doin' out here, casino ,Drama
366,ginger, casino ,Drama
367,yeah, casino ,Drama
368,somethin' huh, casino ,Drama
369,okay sammy, casino ,Drama
370,hey, casino ,Drama
371,nobody interfered with the fuckin' skim, casino ,Drama
372,i mean he took care of himself only too well and that's why every badge back home wanted to nail him, casino ,Drama
373,you find any cash in there we'll whack it up with you, casino ,Drama
374,but nobody had to take care of nicky, casino ,Drama
375,listen, casino ,Drama
376,while i was tryin' to figure out why the guy was sayin' what he was sayin' nicky just hit him no matter how big a guy might be nicky would take him on you beat nicky with fists he comes back with a bat you beat him with a knife he comes back with a gun and you beat him with a gun you better kill him because he'll keep comin' back and back until one of you is dead, casino ,Drama
377,wait a sec nicky nicky nicky ta take it easy, casino ,Drama
378,what's that you hear you hear a little girl frankie you hear a little girl ace is that a little fuckin' girl what happened to the fuckin' tough guy told my friend stick it up his fuckin' ass huh huh, casino ,Drama
379,if he don't know nobody knows told you it was eight, casino ,Drama
380,eight, casino ,Drama
381,it was eight ace tell him the line on the bear's game, casino ,Drama
382,how did nicky collect, casino ,Drama
383,they payin', casino ,Drama
384,yeah we made a great pair i made book and nicky made sure we always collected the old men loved us and why not they all made money with us, casino ,Drama
385,if his girlfriend was knocked up, casino ,Drama
386,i'll take columbia for twenty, casino ,Drama
387,place the checks properly that's the way you do it, casino ,Drama
388,he bet like a fuckin' brain surgeon, casino ,Drama
389,where the hell did you learn how to deal, casino ,Drama
390,you know havin' some fun with it shit like that, casino ,Drama
391,you know i don't know if i could do this even if i wanted to the gaming commission would never give me a license i have at least two dozen gambling and bookmaking pinches on me, casino ,Drama
392,give him a shot at runnin' a casino and he tries to talk you out of it, casino ,Drama
393,got a lot of holes in the desert and a lot of problems are buried in those holes except you gotta do it right i mean you gotta have the hole already dug before you show up with a package in the trunk otherwise you're talkin' about a half hour or forty five minutes of diggin' and who knows who's gonna be comin' along in that time before you know it you gotta dig a few more holes you could be there all fuckin' night, casino ,Drama
394,but it's in the desert where lots of the town's problems are solved, casino ,Drama
395,matter of fact, casino ,Drama
396,by the only kind of guys that can actually get you that kind of money sixty two million seven hundred thousand dollars i don't know all the details, casino ,Drama
397,you bet, casino ,Drama
398,no problem sorry, casino ,Drama
399,mr rothstein your people never will understand the way it works out here you're all just our guests but you act like you're at home let me tell you somethin' partner you ain't home but that's where we're gonna send you if it harelips the governor thank you for your time, casino ,Drama
400,okay thanks um you know that's it i'm sorry, casino ,Drama
401,i'm sorry i can't do anything he's too incompetent and the bottom line is he cannot be trusted, casino ,Drama
402,well could there be any position further down the trough, casino ,Drama
403,i can't do that and i appreciate the fact that he's your brother in law and i do want to help you and i like to do favors and i know who you are but i cannot do that, casino ,Drama
404,you have got me there old don is as useless as tits on a boar but he is my brother in law and i would look on it as a personal favor if you'd think some more on hirin' him back, casino ,Drama
405,i think you're way out of line talkin' to me like that what you're sayin' is libelous and you're in no position to challenge my expertise i went way out of my way to be very helpful and courteous to that kid he's weak he's incompetent he jeopardizes the whole place there's not much more i can do for him, casino ,Drama
406,are uh are we certain that you want the gamin' control board eyeballin' your record and your gangster pals like nicky santoro, casino ,Drama
407,believe me if i could prove it he would be under arrest, casino ,Drama
408,before we point the dirty end of the stick at 'ol don uh we better be sure we can prove them charges, casino ,Drama
409,i'm sorry but he knew about our gettin' hit on three big machines in a row and he did nothing about it that means either he was in on it or forgive me for saying this he was too dumb to see what was going on either way i cannot have a man like that workin' here, casino ,Drama
410,uh i come here personally to kind of smooth over a fracas about a certain matter see uh maybe you didn't know it but uh don ward is a very well liked man in this town he's got lots of friends here now his family and their money go back many many years now friends vote family and money votes that's important to me and you and if you'll think about our little problem along them lines and you forgive me for sayin' it maybe he did not deserve to be fired, casino ,Drama
411,no that's quite all right, casino ,Drama
412,hey house is doin' well hey all that money is rollin' in i appreciate you takin' the time to see a poor ol' civil servant, casino ,Drama
413,oh thank you sir, casino ,Drama
414,yeah i heard a lot about you, casino ,Drama
415,hey it is my pleasure, casino ,Drama
416,how do you do, casino ,Drama
417,mr rothstein i'm pat webb, casino ,Drama
418,seven o'clock, casino ,Drama
419,seven o'clock, casino ,Drama
420,i'll come by, casino ,Drama
421,okay you come by the house, casino ,Drama
422,well it's a little too early i'd say thursday would be good i'll know by then is that all right, casino ,Drama
423,you see never tells me nothin' ace what do we got on for next week, casino ,Drama
424,well that's why they paid so well, casino ,Drama
425,son of a bitch how the hell did you get oklahoma michigan nobody ever had oklahoma mi how the hell'd you do it, casino ,Drama
426,hello jennifer it's sam, casino ,Drama
427,hello, casino ,Drama
428,next morning bright and early i get the call, casino ,Drama
429,let's go to lunch do you want to go to the riviera, casino ,Drama
430,as soon as andy got back home nicky heard about our talk in the car, casino ,Drama
431,you know i don't feel like playin' tennis, casino ,Drama
432,good to meet you, casino ,Drama
433,this is jennifer and nick they're dear friends of mine, casino ,Drama
434,all right we're clear, casino ,Drama
435,i mean that's what worried me 'cause it turns out nicky was about to be sent to vegas, casino ,Drama
436,come on there we go look at that beautiful, casino ,Drama
