,lines,name
39,she's there with you she's there with you yeah well listen ginger's over here at the leaning tower with me, casino 
40,uh you know i just wanted to talk to you a minute well, casino 
41,yeah what are you doin' you okay nick, casino 
42,sammy hello, casino 
43,i think if you uh okay it you know assure her that she's gonna be all right she'll come back i don't know what am i gonna do with this woman i don't know she's drivin' me fuckin' crazy, casino 
44,she was afraid to call you and what'd she want, casino 
45,ginger called me i'm gonna okay you ten and get you even and that's it then you got to get out of here before the cops and the newspapers are all over you, casino 
46,hey sammy tell this jew motherfucker over here to pay that marker what are you doin' you gotta get out of here, casino 
47,back back up back up a fuckin' minute here one minute i asked you when the fuck did i ever ask you if i could come out here get this through your head you you do you remember what i told you, casino 
48,oh sure now you want to blame your fuckin' license on me is that it me i wouldn't even be in this situation if it wasn't for you you brought down so much fuckin' heat on me i mean every time i meet somebody here the big question is do i know you, casino 
49,your fuckin' ass you could have had the food and beverage job without goin' on television you wanted to go on tv i'm only on tv because i gotta be able to hang around the casino you understand that you know that come on, casino 
50,i'm what counts out here not your fuckin' country clubs or your fuckin' tv shows and what the fuck are you doin' on tv anyhow i, casino 
51,you want me to get out of my own fuckin' town i didn't do anything i mean i didn't order you or anybody i only told andy stone that you had a lot of heat on you and that was a problem, casino 
52,what people what'd you think i wasn't gonna find out what people, casino 
53,why hundred yards further down the road, casino 
54,meet me at three yeah, casino 
55,on the line and this guy's out havin' the time of his life he has every cop in the state watchin' him and he's out playin' golf the problem was nicky was not only bringin' heat on himself but on me too the fbi watched every move he made but he didn't care he just didn't care, casino 
56,the coppers blamed me for everything that went wrong out here and i mean every little fuckin' thing too nicky was questioned in two dozen murders but they always had to let him go there were never any witnesses, casino 
57,i knew what he wanted and i didn't want any part of it your fuckin' head is getting' bigger than your casino that's your problem pal, casino 
58,a week ago it was my business now it's none of my business in other words when you need me to take care of somethin' for you then you need me that's right yeah, casino 
59,and i what was i supposed to do throw her out okay, casino 
60,to me please, casino 
61,the point is that she's upset she's and you got a fuckin' problem listen i would, casino 
62,well she comes to see me she was upset about a lot of things especially that whole fuckin' diamond that lester diamond incident now what does she have to do with all this, casino 
63,you know i didn't want to bring this up but you have treating a lot of people with a lot of disrespect even your own wife yeah, casino 
64,a fuckin' pink robe and a fuckin' all right, casino 
65,i lost control you lost your control, casino 
66,what the fuck happened to you will you tell me every time you're on television i get mentioned that looks bad that looks bad, casino 
67,well back home they don't know about fuckin' control that looks bad i have no control over that ronnie and billy were right there they'll tell you exactly what happened, casino 
68,you mean quiet like this 'i'm the boss ' that's quiet okay i just wanna run a square joint that's it i just want my license i want everything nice and quiet that's it, casino 
69,all right fine i'll be honest with you, casino 
70,you should say so no i don't wanna come, casino 
71,where's my head where's your fuckin' balls huh you know i'm tryin' to put somethin' really big together out here you know what i'm talkin' about huh you know if you're actin' like this now how can i depend on you there's a lot of things gonna change out here and if you wanna be there with me sammy you're gonna have to go my fuckin' way i'm not tryin' to tell you what to do but you were way out of line nick what're you doin' where's your head, casino 
72,you think he got the point hey, casino 
73,very difficult to get in it's impossible it's booked up and you gotta make a reservation it's, casino 
74,hello here let's put a little of this on for you i know you like this a little butter right not a lot, casino 
75,yeah nicky loved restaurants he was a real restaurant buff and over the years he always made money with them i gotta do somethin' i gotta do somethin' they ain't gettin' rid of me they're not gettin' rid of me i'm staying here fuck 'em fuck 'em, casino 
76,in other words i'm fucked forget it you can't even set foot in the parking lot that's how serious it is, casino 
77,motherfucker unsavory fuckin' is there any way around this yeah i believe it you got banned, casino 
78,well it wasn't long before what i was afraid was gonna happen happened nicky managed to get himself banned from every casino in las vegas and from then on i couldn't be seen talkin' to him anywhere in vegas or even near it all right, casino 
79,bullshit or no bullshit they put you in that book you're gonna be in a lot of trouble you will not be able to walk into the casino i'm tellin' you that black book is a bunch of bullshit they got two names in there for the whole country and one of them is still al capone, casino 
80,you better watch yourself there's a lot of heat on you already between, casino 
81,but i'll tell you he knew how to bring in the crowds he knew all the fuckin' angles he brought over the whole 'femme fatale' show from paris but he forgot how lazy them european dancin' broads can get i mean he had to weigh 'em in once a week to make sure they didn't blow up like fuckin' balloons thanks pal, casino 
82,i'm sorry about this really if he does it again he's out for good i don't care what it is nick i'm gonna ha i'll i'll never let him in the place again, casino 
83,then he called me a faggot what, casino 
84,no no i didn't know that but you know what he did, casino 
85,be careful gaming agents are all over the place i mean nicky's a made guy and i'm not i can't do that, casino 
86,it was so obvious i mean all of nicky's half assed mechanics they were real signal happy the next thing i did i started bustin' out high stakes poker players, casino 
87,it was typical ace he invited the biggest people in town and he knew they'd show because he knew they all wanted somethin' from him with ace nobody ever got a free ride even ginger with her when i married ginger i knew all the stories but i didn't give a fuck 'i'm sam rothstein ' i said 'i can change her ', casino 
88,and nicky being nicky he made his presence known ohh, casino 
89,don't worry about it i'm not gonna do anything what am i gonna do i'm especially not gonna involve you in anything nick i gotta tell you i got pinched twice for no reason you really gotta be careful i'm running a licensed place everything's legit, casino 
90,you mean i have your permission no of course not, casino 
91,honey come here holy shit what've you been doin' out here, casino 
92,somethin' huh okay sammy, casino 
93,i mean he took care of himself only too well and that's why every badge back home wanted to nail him you find any cash in there we'll whack it up with you, casino 
94,while i was tryin' to figure out why the guy was sayin' what he was sayin' nicky just hit him no matter how big a guy might be nicky would take him on you beat nicky with fists he comes back with a bat you beat him with a knife he comes back with a gun and you beat him with a gun you better kill him because he'll keep comin' back and back until one of you is dead wait a sec nicky nicky nicky ta take it easy, casino 
95,eight it was eight ace tell him the line on the bear's game, casino 
96,yeah we made a great pair i made book and nicky made sure we always collected the old men loved us and why not they all made money with us if his girlfriend was knocked up, casino 
97,he bet like a fuckin' brain surgeon where the hell did you learn how to deal, casino 
98,give him a shot at runnin' a casino and he tries to talk you out of it got a lot of holes in the desert and a lot of problems are buried in those holes except you gotta do it right i mean you gotta have the hole already dug before you show up with a package in the trunk otherwise you're talkin' about a half hour or forty five minutes of diggin' and who knows who's gonna be comin' along in that time before you know it you gotta dig a few more holes you could be there all fuckin' night, casino 
99,by the only kind of guys that can actually get you that kind of money sixty two million seven hundred thousand dollars i don't know all the details you bet, casino 
100,okay thanks um you know that's it i'm sorry i'm sorry i can't do anything he's too incompetent and the bottom line is he cannot be trusted, casino 
101,you have got me there old don is as useless as tits on a boar but he is my brother in law and i would look on it as a personal favor if you'd think some more on hirin' him back i think you're way out of line talkin' to me like that what you're sayin' is libelous and you're in no position to challenge my expertise i went way out of my way to be very helpful and courteous to that kid he's weak he's incompetent he jeopardizes the whole place there's not much more i can do for him, casino 
102,before we point the dirty end of the stick at 'ol don uh we better be sure we can prove them charges i'm sorry but he knew about our gettin' hit on three big machines in a row and he did nothing about it that means either he was in on it or forgive me for saying this he was too dumb to see what was going on either way i cannot have a man like that workin' here, casino 
103,hey house is doin' well hey all that money is rollin' in i appreciate you takin' the time to see a poor ol' civil servant oh thank you sir, casino 
104,how do you do mr rothstein i'm pat webb, casino 
105,i'll come by okay you come by the house, casino 
106,well that's why they paid so well son of a bitch how the hell did you get oklahoma michigan nobody ever had oklahoma mi how the hell'd you do it, casino 
107,next morning bright and early i get the call let's go to lunch do you want to go to the riviera, casino 
108,good to meet you this is jennifer and nick they're dear friends of mine, casino 
109,come on there we go look at that beautiful because nicky enjoyed being a gangster and he didn't give a damn who knew it, casino 
110,they were ready to blame him for anything no matter where it happened oh yes will you help me fold these please, casino 
111,half of everything is mine no ace, casino 
112,what can i do you've got to stop her, casino 
113,yeah refill'd be great want something to drink charlie you want a refill, casino 
114,that's right she will get fired in fact i want you to send her back to paris but sir well i don't know why i guess maybe because she's frightened that if she doesn't lose the weight she may even get fired, casino 
115,she could at least lose half a pound or a quarter listen mr rothstein well sometimes when you reach that pressure point when you put that pressure point on them you know it shows, casino 
116,i trying to offer you the respect that your, casino 
117,never mind the 'sir' never mind the 'sir' mr rothstein sir let me put her on suspension, casino 
118,right away okay okay just take it easy, casino 
119,yeah billy sherbert please put him on he's gonna come up with ten thousand just the way you wanted, casino 
120,oh no now he's really pissed, casino 
121,sam we got a problem here we go good luck, casino 
122,i don't care what she is she's an institution that's the problem she's lazy this woman's an institution, casino 
123,we have some nice penthouses you'll enjoy maybe the presidential suite why not make them happy, casino 
124,nice to see you senator i had dozens of politicians and state officials comin' through that place every week, casino 
125,we can't get rid of him we need this guy, casino 
126,i hired an old casino pal billy sherbert as my manager and i went to work they had all the pieces they needed, casino 
127,if she calms down i am calm, casino 
128,should i let her in like let me in the house fucker, casino 
129,i'm afraid to let her in the house what do you mean what am i gonna do i'm in the same clothes for two days i want to get a few of my things big deal, casino 
130,i won't let her in i'm sorry randy i'm not gonna let her in she well i'm not gonna let her in the way she's behaving i'm i'm i'm not, casino 
131,you'll wake the whole neighborhood don't you threaten me, casino 
132,will you stop it you're drunk you're on drugs you're gonna you come out here and talk to me you fucker, casino 
133,you get down here she she's alone just go take the gun and go into amy's, casino 
134,so what so who fuckin' blew you in the parking lot before you came in huh now you need approval from him to go home, casino 
135,get up get going get up i wouldn't do that, casino 
136,get get up get up and what and let you disgrace me you fuckin' pig and let you disgrace me get up get up and be a mother get in the car and go to the house, casino 
137,i just want the key to my jewelry and i want you to let me go you understand what let you go, casino 
138,why don't you just let me go sam you listen carefully you ever fuckin' touch her again you ever do anything like that again i'll fuckin' kill you pure and simple do you hear me pure and fuckin' simple i'll fuckin' kill you you bitch, casino 
139,fuck you listen to me, casino 
140,i mean she was asleep i was going to be right back before she even woke up i should have, casino 
141,it's just for a little while sam the baby sitter wasn't there you out of your mind that's our child are you out of your fuckin' mind, casino 
142,hi sam i can back him off, casino 
143,she did what she did and i did what i had to do but jesus nicky was the worst thing she could've done i know you were with somebody who was it i just hope it's not someone who i think it might be i just hope it's not them, casino 
144,all right i didn't have lunch with jennifer mm, casino 
145,why do you want to do that okay i want you to call jennifer and i want you to tell her to tell you what she had for lunch and i'm gonna listen in on the other line, casino 
146,i had a salad what'd you have, casino 
147,with jennifer so who'd you go to lunch with, casino 
148,i put her to bed look i tried to do this thing i know that you want me to but it's just you know i'm driving down the freeway and the fuckin' thing's 'beep beep beep beep' you know i'm in a restaurant and it's it's embarrassing i don't want to do it anymore where's amy, casino 
149,hi you didn't answer your beeper get out of here, casino 
150,i am i'm wakin' her up right now you're not takin' amy, casino 
151,stop you aren't getting rid of me with one fuckin' suitcase and don't send your guys down there to stop me i mean it, casino 
152,here here is this enough money huh will it last you two fuckin' days take it greedy bitch take the fuckin' money you fuckin' want fuck you, casino 
153,and i still get my money i need some cash right now you can't just put me in the street no kidding no kidding, casino 
154,take your fuckin' bag and get out of here let go of me let go of me, casino 
155,get off of me stop it you hate my guts i want you to come with me now, casino 
156,i'm just tryin' to figure it out would you knock it off sam, casino 
157,yeah but even if you bought him a watch a really nice watch one that he thought was nice and he doesn't know what the fuck a good watch is so you go five ten twelve grand, casino 
158,i bought him a watch too first of all he's not gonna wear f thousand dollar suits but let's say he did which he won't how you gonna get fitted for twenty five suits in three days i um i mean how could you get fitted that fast i can't get fitted that fast and i pay twice as much, casino 
159,mm hm twenty five thousand for clothes and a watch, casino 
160,he needed some clothes with the money, casino 
161,all right okay, casino 
162,the rest of the two million is still there and, casino 
163,it's under it's uh it's under twenty five, casino 
164,under what's it, casino 
165,what about the money uh where's the box i under understand that i i know i fucked up, casino 
166,what i mean is you think if uh do you think if i came back do you think you could forgive me what do you mean, casino 
167,uh uh uh i'm not gonna ask you where you are just please put amy on a plane just put her on right away any plane to get her here right away listen, casino 
168,yeah they're gonna kidnap my kid what do you want well that's why i'm here she wants to come back but she's afraid you're gonna whack her out, casino 
169,i mean she's only sober about two hours a day it's usually from eleven in the morning until one in the afternoon and if i gave her her money and her jewels now you know what she's gonna do she's gonna piss it all away in about a year and then where will she be where would you be then comin' right back to me right back to me or finding some other excuse to come and i i yeah and i get a sprained fuckin' elbow, casino 
170,you see if a phone's tapped the feds can only listen in oh god oh god okay okay i'll try i'll try, casino 
171,yes i yes i do that's all you care about you don't care about me at all, casino 
172,you understand your drinking's gettin' way out of hand i'm gonna get you into a program they got plenty of good ones okay okay, casino 
173,it's okay look you gotta get a hold of yourself you know what ace i don't give a shit i'm gettin' out of here i am, casino 
174,what what you can't make me stop caring, casino 
175,what you didn't have to beat him up, casino 
176,isn't it bad enough you're drinkin' too much you're takin' all my pills too huh, casino 
177,you remember when you called him that night when you said goodbye to him he didn't say 'don't get married i'll be right down we'll get married ' he didn't say that to you did he good so then you could tell me what the money is for, casino 
178,okay and you're embarrassing me why do want to make me feel so bad what are you talkin' a, casino 
179,no huh well you know what now i want you to tell me i mean my wife comes to me and asks me for twenty five thousand i mean what do you want do you want a coat, casino 
180,well i mean you know i gotta ask you that's a lot of money you're not asking for a box of popcorn you know i mean well what's the difference i just need it, casino 
181,twenty five thousand for yourself well i would you know sam it's just that well i need more than that i need twenty five thousand, casino 
182,what do you need okay want to go with mommy, casino 
183,but as much as they loved her hey do you want to see this one daddy gave me all this jewelry because he loves me so much put your arm in there, casino 
184,so i put two million in cash in a los angeles bank under the name of mr and mrs tom collins this was strictly my shakedown and kidnapping money need a little help with that mr collins, casino 
185,okay now look pay attention to me what i'm gonna tell you is very important, casino 
186,you're so wonderful the jewelry's not so bad either you do whatever you want do i keep my promises or do i keep my promises, casino 
187,it's nice isn't it oh it's so soft, casino 
188,okay want to go let's go back in, casino 
189,uh huh right, casino 
190,yeah it's all right that part of your life is over with right, casino 
191,i'm not crying why're you crying, casino 
192,just what i said you'll be set up for the rest of your life that i can promise you want to take a chance what're you what're you pitching me here, casino 
193,no i i mean that can grow as i as long as there's a mutual respect that kind of thing can grow i'm realistic i can accept that but you know what is what is love anyway it's a it's a mutual respect it's it's a devotion it's a it's a caring from one person to another and if we could set up some kind of foundation based on that mutual respect i feel that eventually you would care enough about me that i could live with that understand i'm sorry, casino 
194,yeah i know all that you know a lot of happily married people sam 'cause i don't, casino 
195,i know i'd be a good father i know you'd be a good mother you got the wrong girl sam, casino 
196,we're not getting any younger don't you think it's time aren't you gettin' tired of all this shit bangin' around hustlin' around within no time everything was set in place we got rid of the freelance scamsters the per was way up the gods were happy or as happy as the gods can ever be and i i decided to complicate my life for a guy who likes sure things i was about to bet the rest of my life on a real longshot, casino 
197,thanks a lot she took care of the valet parkers the guys who could get you anything and take care of anything, casino 
198,pit bosses floor managers hey mitch, casino 
199,i hit a few uh games on the way back any change, casino 
200,okay thank you for asking see you ginger, casino 
201,i'm going to go powder my nose twenty years in order to find nothin' on me, casino 
202,stunned commissioners into the hallway where he continued his harangue until his own lawyers and friends urged him to leave bullshit bullshit, casino 
203,don't you remember you promised me a fair hearing when you were gettin' comped at my hotel and you were asking me for copies of your bills so and hypocrisy, casino 
204,good evening everyone i'm paige novodor what should have been a routine licensing hearing turned into bedlam yesterday when the flamboyant tangiers casino executive sam yeah thanks for not callin' me a liar you son of a bitch you son of a, casino 
205,no no no no please please please please no please eight children, casino 
206,well i've got a large family listen if you didn't know you're bein' scammed you're too fuckin' dumb to keep this job if you did know you were in on it either way you're out get out go on let's go, casino 
207,you might regret this mr rothstein i'm firin' you no i'm not firin' i'm firin' you you, casino 
208,i really think you're overreacting in this whole you wait you didn't see that you were being set up on the second win, casino 
209,hey ward you're pissin' me off now you're insulting my intelligence what do you think i'm a fuckin' idiot you know goddamn well somebody had to get into those machines and set those fuckin' reels well it's a casino people gotta win sometimes, casino 
210,you didn't see the scam you didn't see what was goin' on well it happened so quick three guys won i didn't have a chance to call you, casino 
211,four reels sevens across three fifteen thousand dollar jackpots do you have any idea what the odds are dang you are right mr rothstein i am so sorry, casino 
212,listen to me very carefully there are three ways of doing things around here the right way the wrong way and the way i do it you understand all right i will i will, casino 
213,these are our best machines they bring all the action no wonder the drop is off well, casino 
214,what are they doin' way back there bring 'em up here where they belong you can't even see 'em over there loose machines are right back over there, casino 
215,green ah yes here we are a little craps figures actual amount taken from craps tables before the skim hey hey, casino 
216,i mean if i can't work in vegas where am i gonna go that was nineteen years ago and they were simple gambling pinches, casino 
217,worst possible time for me all right i'm gonna give you a choice you can either have the money and the hammer or you can walk out of here you can't have both what do you want, casino 
218,now you're gonna have to learn with your left hand ye yeah, casino 
219,can you do it with your left hand no sir, casino 
220,i'm just curious i saw you shuffling your checks with your right hand can you do that with both hands we had to make an example of these pricks that the party was over, casino 
221,yeah that's my pen why is this yours your pen, casino 
222,thank you get out of here, casino 
223,i'm sorry i made a bad mistake and don't forget to tell your friends what happens if they fuck around in here you understand, casino 
224,thanks nick fuckin' kids at home here get the fuck out of here, casino 
225,no no you didn't you call yourself a man you know you're a lyin' low life motherfuckin' gambling degenerate prick you know that's what you are two small kids at home i gave you money to pay the fuckin' rent and buy groceries put the heat on you know your wife called frankie and told him the fuckin' heat's off, casino 
226,a couple of guys i owe them so that's what i did i gave 'em the money that's what i did mm, casino 
227,when i left here with the money no you you want me to come over there i'll smack your face, casino 
228,shut your mouth i don't want to go to europe, casino 
229,hey you got a minute hey he's got two million in the box am i right okay you let him keep your jewels we take the cash and the only other thing he cares about huh her majesty we go to europe you dye your hair get some pl you're goin' out to las vegas you're havin' a good time at my expense what the fuck i mean after all you're the one having a good time not me, casino 
230,well then from now on i'm gonna start keepin' records you gotta go back out there, casino 
231,come on go back there i never got paid my expenses for the last trip you gotta go back there and talk to that guy, casino 
232,i was out there with my cumma italian american slang for 'girlfriend' never mind fuckin' sam this is personal i'll be there in the morning you can fuckin' try me fatso, casino 
233,you can't talk to me like you know i think that you've gotten the wrong impression about me i think in all fairness i should explain to you what it is that i do for instance tomorrow morning i'll get up nice and early take a walk down over to the bank and walk in and see you and uh if you don't have my money for me i'll crack your fuckin' head wide open in front of everybody in the the bank and just about the time that i'm comin' out of jail hopefully you'll be comin' out of your coma and guess what i'll split your fuckin' head open again because i'm fuckin' stupid i don't give a fuck about jail that's my business that's what i do and we know what you do don't we charlie you fuck people out of money and get away with it, casino 
234,listen nicky we talked about this and uh i explained to you that there was the possibility you might have to take some kind of loss yeah least you could do is return my phone calls though, casino 
235,hi good no i don't want one hey mr clark how you doin', casino 
236,i mean you will try to push it through won't you mr clark so i put some of the money into legitimate deals with charlie clark he was ace's banker, casino 
237,but how much cash could i bury in my closet right yeah that works out, casino 
238,i can't no you can you can you've been so nice to me, casino 
239,go get a bag man um i'm gonna need a bag if you could just ask the guy for a big bag okay, casino 
240,that's not a problem that's not a p can i go in, casino 
241,he won't let me go in my house i understand, casino 
242,he won't let me in my own house he won't, casino 
243,hey go back inside this is none of your business i don't have to take your shit all the time anymore, casino 
244,okay come on i'm sorry, casino 
245,mr rothstein why don't we just let her in the house and get a few of her things that way she'll get out of here this is half her house anyway all right okay okay, casino 
246,fuckin' jerk off oh my god what are we gonna do i'm sorry, casino 
247,pitch black it what do you want it it's pitch black out here it's tin foil, casino 
248,leave me alone you fuckin' faggot do you know who you're fuckin' with, casino 
249,yeah fuck you fuck you, casino 
250,sir you're gonna have to leave you mind accompanying us outside nicky i'm sorry, casino 
251,i did i didn't is that what you did, casino 
252,he tries to do everything it's instinctive you know, casino 
253,metro intelligence cop but it didn't matter i mean it was all about the kids you know now go out there and show your dad what you can do, casino 
254,ace got my son little nicky involved with little league and it was great beautiful you got a beautiful swing, casino 
255,why does it look like it's bothering me what do i give a fuck fuckin' oscar too all the fuckin' money i've given that prick he don't even look over here what's his problem forget about it nick don't let it bother you, casino 
256,fuckers i had my kid brother dominick run it for me, casino 
257,carmine's gone he's not here, casino 
258,yeah we're lookin' for carmine we're waiting on carmine, casino 
259,well listen uh good luck with the joint huh i think you know maybe he went across the street or somewhere else or somethin' i don't know, casino 
260,carmine he was here before i saw him he had a suitcase and everything and then he left oh, casino 
261,hey nicky how are you what are you doin' here we can't help him if, casino 
262,no i won't calm down he's my husband calm down calm down, casino 
263,we're placing you under arrest for aiding and abetting a what, casino 
264,we're we're placing you under arrest for okay frankie you're a good boy, casino 
265,no problem i'm askin' you frankie to keep an eye on nicky do it for me, casino 
266,hm yeah i know that's why i'm asking you see my main concern is nicky, casino 
267,no i ain't see anything like that so i lied even though i knew that by lyin' to gaggi i could wind up gettin' killed too, casino 
268,frankie the little guy he wouldn't be fuckin' the jew's wife would he because if he is it's a problem i always tell you the truth remo, casino 
269,it's private but i want you to tell me the truth frankie i want to ask you something, casino 
270,i know and i mean that's no good, casino 
271,i know yeah everybody's talkin' about it they're makin' a big deal out of it, casino 
272,e mo va italian american slang for 'now go ' i'll take care of it remo, casino 
273,how are you hey frankie, casino 
274,uh huh good want me to take this for you, casino 
275,uh huh mi raccomando italian american slang for 'i'm counting on you' all right, casino 
276,keep a good eye on him he's makin' a lot of money for us and he's gonna continue makin' a lot of money for us so keep a good eye on him mm, casino 
277,hey nick vien acca italian american slang for 'come here' keepin' remo happy with money was the greatest insurance policy in the world, casino 
278,i mean unless ace made his bet ma che cazzo, casino 
279,you got a round figure on it okay yeah, casino 
280,i'm going' to the fbi i'm not scared anymore all right all right, casino 
281,get the fuck out of here get out get the fuck out ah you fuck you're such a fuckin' asshole, casino 
282,hey don't be such a fuckin' smartass will you i mean i know the fuckin' guy thirty five years i'm gonna fuckin' whack him for you fuck motherfucker i knew this i knew it oh well then have him killed and get it over with, casino 
283,i told you this was fuckin' dangerous remember i said 'ginger this is a dangerous situation be very careful ' you fuckin' yessed me to death me i said nothin' i said i said 'no no no ' everything he said i just kept sayin' no, casino 
284,it's what you want thank you yeah yeah yeah, casino 
285,mm okay don't worry about it nobody'll fuck with ya anymore i'll take care of ya yeah, casino 
286,is that what you want i do i need a new sponsor, casino 
287,i'm not and he scares the shit out of me i never know what he's gonna do yes you are, casino 
288,he hates my fuckin' guts exactly he hates me, casino 
289,everything went to his head sure did, casino 
290,yes you did i did what you told me to, casino 
291,you did you're right i didn't i didn't i mean i did but then i did exactly what you told me to do and i came right back, casino 
292,yeah right that's sammy and he's probably got it there too he holds that key so tight he's probably got it stuck up his ass, casino 
293,you know mm hm, casino 
294,let me think about that well i was thinkin' maybe you know somebody at the bank could help me get my jewelry out there's a lot of money in there lot of money in there and i'd be willing to take care of anybody who helped me out, casino 
295,tell me what you were gonna say go ahead i don't, casino 
296,what what oh you're right i know it's well i was just, casino 
297,and listen don't do anything else crazy okay you all right okay i'll be there, casino 
298,you just relax and call me back here in exactly an hour on this phone and i'll see what i can do no i really do i think he's gonna kill me, casino 
299,thank you yeah, casino 
300,you're so nice you're a beautiful girl you don't want to ruin your looks i've seen a lot of girls get shot to hell from this stuff, casino 
301,yeah thanks all right, casino 
302,he gives a fuck what i do well i guess it's 'cause he loves you so much he's jealous and worried, casino 
303,i understand that but you know i think you should try to make the best of it now go slow you know see what happens i do, casino 
304,i should have never married him he's a gemini a triple gemini duality gemini's the snake you know you can't trust the snake i mean it well there you go but what does that tell ya a million dollars in jewelry does that tell you the guy is crazy about you or what, casino 
305,mm you want to steal it you mean like a lot of expensive jewelry about how much, casino 
306,am i right sure, casino 
307,you know the first time i ever saw your guys together i never saw him so happy i mean i know he's a crazy jew fuck and everything but yeah he's just a friend of mine i was trying to help so so what, casino 
308,well you gotta understand it he doesn't know if this guy is shaking you down or taking advantage of you yeah no shit, casino 
309,okay sammy hi how are you, casino 
310,but i saw something same outfit, casino 
311,great well you might as well get somethin' out of it, casino 
312,come on well how 'bout that, casino 
313,yes get lost, casino 
314,that bag's full of fuckin' chips you don't give me that shit i want my money, casino 
315,what money i've seen you stealing from me what do you mean 'what's the matter ' i made a lot of money for you i want my cut, casino 
316,ginger honey thank you sir i appreciate that everybody thanks gives some chips as tips to the dealer and box man thanks take care steve take chances and drive fast, casino 
317,i told you i was hot tonight thank you very nice, casino 
318,no i'm not gonna drive with some crazy no i'm gonna drive, casino 
319,just knock it off would you two knock it off get in the car 'go go go ', casino 
320,oh what bullshit what do you want to fuckin' talk it over now it's this bullshit it's just bullshit right here this is the fuckin' problem you know, casino 
321,he's sittin' by the phone that's yeah he's sitting by the phone like a dumb bell just waiting for you to call him back that's what he's, casino 
322,i just talked to him he called you right here, casino 
323,right lester he called you here, casino 
324,we'll go later you got money that's a that's a good look, casino 
325,uh talk to you later bye every time i ever see you that's what i see, casino 
326,yeah i do i mean it's it's the it's the best thing you can do right now i mean this and you'll have real security sweetheart you're gonna be situated just right in vegas you do, casino 
327,promise so it's gonna be okay isn't it, casino 
328,do you know that no lester, casino 
329,don't make me come there answer me i am, casino 
330,no you're not where are you where are you i'm here, casino 
331,okay all right, casino 
332,are they out now they checked in alone, casino 
333,listen back to nigeria yeah, casino 
334,boy look at this place huh wow, casino 
335,oh there aren't what's that huh what's that there's no more thanks hon look there aren't there aren't but, casino 
336,there's more there's a couple stuck in there i know there's more i think that's it, casino 
337,excuse me but i folded these things beautifully and i would appreciate a little respect jesus christ what a smart kid you are okay eat, casino 
338,yeah you know why right, casino 
