,lines,name
97,well it's okay i'll use the service entrance i'll see you at nine very difficult to get in, casino 
98,no no it's okay listen, casino 
99,here let's put a little of this on for you i know you like this a little butter right not a lot no matter where he was or what he was doing he always went home to make breakfast for his son nicky boy, casino 
100,yeah nicky loved restaurants he was a real restaurant buff and over the years he always made money with them i gotta do somethin' i gotta do somethin' they ain't gettin' rid of me they're not gettin' rid of me i'm staying here fuck 'em fuck 'em, casino 
101,in so many words yes in other words i'm fucked, casino 
102,let's say for instance i want to go in the restaurant which happens to be in the casino to get one of those sandwiches i like nope there's no way, casino 
103,yeah i believe it you got banned ' detrimental to gaming and he will be ejected from any casino in las vegas and the casinos can be fined as much as a hundred thousand every time he shows up ' do you believe this shit, casino 
104,well it wasn't long before what i was afraid was gonna happen happened nicky managed to get himself banned from every casino in las vegas and from then on i couldn't be seen talkin' to him anywhere in vegas or even near it all right, casino 
105,what am i doin' out here i'm tryin' to make a livin' that's all bullshit or no bullshit they put you in that book you're gonna be in a lot of trouble you will not be able to walk into the casino i'm tellin' you, casino 
106,i'm i'm hearin' things from security they're all ex cops the sheriff's lookin' to bust your balls they want to put you in the black book why somebody's complaining, casino 
107,between hey i gotta give the guy credit he does the most obvious thing this is the only town in the country where a bookie joint is legit so why not take advantage right so he took bookie joints off the street and then opened them up inside the casino well within a few years by doin' all of this he had every casino on the strip trying to copy off him, casino 
108,but i'll tell you he knew how to bring in the crowds he knew all the fuckin' angles he brought over the whole 'femme fatale' show from paris but he forgot how lazy them european dancin' broads can get i mean he had to weigh 'em in once a week to make sure they didn't blow up like fuckin' balloons thanks pal, casino 
109,all right ace i'm sorry about this really, casino 
110,what ho hey come here so what do you think i do i threw that cocksucker out, casino 
111,what and he tells me to go fuck myself, casino 
112,no no i didn't know that but you know what he did, casino 
113,so i'm lucky i'm not allowed to get lucky in this place be careful gaming agents are all over the place, casino 
114,four aces doc and i didn't want any of those agents near my place, casino 
115,the next thing i did i started bustin' out high stakes poker players to begin i put money out on the streets chargin' three points a week you know juice to the fuckin' dealers, casino 
116,it was typical ace he invited the biggest people in town and he knew they'd show because he knew they all wanted somethin' from him with ace nobody ever got a free ride even ginger with her when i married ginger i knew all the stories but i didn't give a fuck 'i'm sam rothstein ' i said 'i can change her ', casino 
117,especially at the casino where he definitely did not work people got the message and nicky being nicky he made his presence known, casino 
118,yeah he had a fool proof scheme all right it wasn't very scientific but it worked when he won he collected when he lost he told the bookies to go fuck themselves what were they gonna do muscle nicky nicky was the muscle but i saw it another i saw it as untouched i mean they had bookies pimps and drug dealers i could shake down who the fuck were they gonna run to so i started getting everybody in line best of all for the first time in my life i figured out a way not to lose, casino 
119,nick i gotta tell you i got pinched twice for no reason you really gotta be careful i'm running a licensed place everything's legit i don't care i want to get away from back home for a while i'm tired of that shit back there look at this place it's made of money you know what the best part is nobody's gonna know what we're doin' there's nobody here to see us everybody's back home, casino 
120,you mean i have your permission no of course not, casino 
121,after we ate we left jennifer and ginger alone and we took a ride to talk and then he hit me with it honey come here, casino 
122,ginger yeah, casino 
123,okay sammy hey, casino 
124,i mean he took care of himself only too well and that's why every badge back home wanted to nail him you find any cash in there we'll whack it up with you, casino 
125,listen while i was tryin' to figure out why the guy was sayin' what he was sayin' nicky just hit him no matter how big a guy might be nicky would take him on you beat nicky with fists he comes back with a bat you beat him with a knife he comes back with a gun and you beat him with a gun you better kill him because he'll keep comin' back and back until one of you is dead, casino 
126,what's that you hear you hear a little girl frankie you hear a little girl ace is that a little fuckin' girl what happened to the fuckin' tough guy told my friend stick it up his fuckin' ass huh huh if he don't know nobody knows told you it was eight, casino 
127,it was eight ace tell him the line on the bear's game how did nicky collect, casino 
128,yeah we made a great pair i made book and nicky made sure we always collected the old men loved us and why not they all made money with us if his girlfriend was knocked up, casino 
129,place the checks properly that's the way you do it he bet like a fuckin' brain surgeon, casino 
130,you know havin' some fun with it shit like that you know i don't know if i could do this even if i wanted to the gaming commission would never give me a license i have at least two dozen gambling and bookmaking pinches on me, casino 
131,got a lot of holes in the desert and a lot of problems are buried in those holes except you gotta do it right i mean you gotta have the hole already dug before you show up with a package in the trunk otherwise you're talkin' about a half hour or forty five minutes of diggin' and who knows who's gonna be comin' along in that time before you know it you gotta dig a few more holes you could be there all fuckin' night but it's in the desert where lots of the town's problems are solved, casino 
132,by the only kind of guys that can actually get you that kind of money sixty two million seven hundred thousand dollars i don't know all the details you bet, casino 
133,mr rothstein your people never will understand the way it works out here you're all just our guests but you act like you're at home let me tell you somethin' partner you ain't home but that's where we're gonna send you if it harelips the governor thank you for your time okay thanks um you know that's it i'm sorry, casino 
134,well could there be any position further down the trough i can't do that and i appreciate the fact that he's your brother in law and i do want to help you and i like to do favors and i know who you are but i cannot do that, casino 
135,i think you're way out of line talkin' to me like that what you're sayin' is libelous and you're in no position to challenge my expertise i went way out of my way to be very helpful and courteous to that kid he's weak he's incompetent he jeopardizes the whole place there's not much more i can do for him are uh are we certain that you want the gamin' control board eyeballin' your record and your gangster pals like nicky santoro, casino 
136,before we point the dirty end of the stick at 'ol don uh we better be sure we can prove them charges i'm sorry but he knew about our gettin' hit on three big machines in a row and he did nothing about it that means either he was in on it or forgive me for saying this he was too dumb to see what was going on either way i cannot have a man like that workin' here, casino 
137,no that's quite all right hey house is doin' well hey all that money is rollin' in i appreciate you takin' the time to see a poor ol' civil servant, casino 
138,yeah i heard a lot about you hey it is my pleasure, casino 
139,mr rothstein i'm pat webb seven o'clock, casino 
140,i'll come by okay you come by the house, casino 
141,you see never tells me nothin' ace what do we got on for next week well that's why they paid so well, casino 
142,hello jennifer it's sam hello, casino 
143,let's go to lunch do you want to go to the riviera as soon as andy got back home nicky heard about our talk in the car, casino 
144,good to meet you this is jennifer and nick they're dear friends of mine, casino 
145,i mean that's what worried me 'cause it turns out nicky was about to be sent to vegas come on there we go look at that beautiful, casino 
146,and they were usually right you go and put your things away, casino 
147,oh yes will you help me fold these please half i'm comin' down, casino 
148,half of everything is mine no ace, casino 
149,she's a fuckin' junkie she's out of her fucking mind do you unders what can i do, casino 
150,i i'm sorry sam charlie you've gotta you've gotta stop her, casino 
151,want something to drink charlie you want a refill no just stop everything, casino 
152,that's right she will get fired in fact i want you to send her back to paris but sir well i don't know why i guess maybe because she's frightened that if she doesn't lose the weight she may even get fired, casino 
153,and she doesn't always she could at least lose half a pound or a quarter listen, casino 
154,'mr rothstein' is good enough position, casino 
155,trying to offer you the respect that your why is she eight pounds over, casino 
156,never mind the 'sir' never mind the 'sir' mr rothstein sir let me put her on suspension, casino 
157,i i'll do it right away okay, casino 
158,yeah bill listen i'll explain to you later just you you got a gun at home yeah bring it over here right away who's this, casino 
159,he's gonna come up with ten thousand just the way you wanted no just just give him give him ten that's it ten i'll be right down, casino 
160,oh no now he's really pissed, casino 
161,what is it sam we got a problem, casino 
162,l'chaim yiddish for 'to life' to abraham lincoln, casino 
163,this woman's an institution call security, casino 
164,we have some nice penthouses you'll enjoy maybe the presidential suite why not make them happy, casino 
165,help the senator give him whatever he wants nice to see you senator, casino 
166,i wouldn't give the bum a mop job he's juiced in he's the county commissioner's cousin, casino 
167,we need this guy for guys like me las vegas washes away your sins it's a morality car wash it does for us what lourdes does for humpbacks and cripples and along with making us legit, casino 
168,i hired an old casino pal billy sherbert as my manager and i went to work they had all the pieces they needed, casino 
169,after all the threats and all the bullshit it turned out ginger didn't tell 'em anything but by then the feds didn't need her anyway if she calms down, casino 
170,if she calms down i will let her in the house you ought to be afraid the way you fuckin' treat me, casino 
171,let me in the house fucker i'm afraid she's gonna destroy stuff, casino 
172,i'm afraid to let her in the house what do you mean what am i gonna do i'm in the same clothes for two days i want to get a few of my things big deal, casino 
173,not gonna let me in i won't let her in i'm sorry randy i'm not gonna let her in she well i'm not gonna let her in the way she's behaving i'm i'm, casino 
174,you are not threatening me anymore don't you threaten me, casino 
175,don't you threaten me you're gonna be sorry if you don't stop that, casino 
176,will you stop it you're drunk you're on drugs you're gonna you come out here and talk to me you fucker, casino 
177,just wait there for me you get down here, casino 
178,oh fuck you fuck you sam rothstein fuck you you make me sick you fuck once a fuckin' hooker always a hooker, casino 
179,now you need approval from him to go home get the fu you threatening me i'll fuckin' kill you in this place get up and go home right now, casino 
180,get up get going get up i wouldn't do that, casino 
181,i wou i wouldn't do that if i were you get get up get up, casino 
182,i want you to let me go you want your jewelry, casino 
183,you understand what let you go i'll sign anything you want me to sign okay, casino 
184,why don't you just let me go sam you listen carefully you ever fuckin' touch her again you ever do anything like that again i'll fuckin' kill you pure and simple do you hear me pure and fuckin' simple i'll fuckin' kill you you bitch, casino 
185,let me tell you something listen to me fuck you, casino 
186,oh sh listen to me listen to me listen to me listen you fuckin' cunt, casino 
187,i should have she wasn't gonna get up i was just gonna be out for a little while, casino 
188,it's just for a little while sam the baby sitter wasn't there you out of your mind that's our child are you out of your fuckin' mind, casino 
189,i mean you tie up our kid and you lock the fuckin' door are hi sam, casino 
190,i mean it could get us both killed what if he won't stop, casino 
191,i know you were with somebody who was it i just hope it's not someone who i think it might be i just hope it's not them i was with somebody, casino 
192,all right i didn't have lunch with jennifer mm, casino 
193,you know why i want to do it just do it why do you want to do that, casino 
194,she had the same what did jennifer have, casino 
195,what'd you have to the riviera, casino 
196,with jennifer so who'd you go to lunch with, casino 
197,oh i got your cigarettes i put her to bed, casino 
198,you threw it away i threw it away, casino 
199,get out of here i am not she's my daughter too goddamn you, casino 
200,i am i'm wakin' her up right now you're not takin' amy, casino 
201,you'll come back tomorrow and get the rest just get out of here stop you aren't getting rid of me with one fuckin' suitcase, casino 
202,yeah no kidding good it opens at 9 a m be there i'm going to the bank and i'm getting my jewelry too, casino 
203,fuck you you're lower than a dog, casino 
204,and i still get my money i need some cash right now you can't just put me in the street no kidding no kidding, casino 
205,i'll go but i want my money right now take your fuckin' bag and get out of here, casino 
206,i want you out of here i want you out of here come with me now come with me now come with me now i want you out of here, casino 
207,you hate my guts i want you to come with me now yes i want to kill you i hate your fuckin' guts, casino 
208,i'm just tryin' to figure it out would you knock it off sam, casino 
209,at the most which is impossible for him yeah, casino 
210,yeah yeah, casino 
211,first of all he's not gonna wear f thousand dollar suits but let's say he did which he won't how you gonna get fitted for twenty five suits in three days i um i mean how could you get fitted that fast i can't get fitted that fast and i pay twice as much the good part was i had amy back so we went home had the housekeeper stay over put the kid to bed i calmed myself down and we went to dinner i tried to keep things nice and civil you know but hey twenty five thousand for three suits that doesn't make much sense, casino 
212,mm hm twenty five thousand for clothes and a watch, casino 
213,twenty five thousand for clothes he needed some clothes, casino 
214,with what so what'd ya do with it, casino 
215,okay okay no big deal that's okay yeah he got his twenty five that i'll live with any more i couldn't, casino 
216,the rest of the two million is still there and, casino 
217,twenty five thousand it's under, casino 
218,how serious pretty serious, casino 
219,what's it i i made some mistakes and i spent some money, casino 
220,what about the money uh where's the box i under understand that i i know i fucked up, casino 
221,uh i don't know i gotta tell you i don't know what i mean is you think if uh do you think if i came back do you think you could forgive me, casino 
222,do you i mean i don't think she should go by herself please that's all i'm askin' you, casino 
223,listen hi it's me just who you wanted to talk to right, casino 
224,yeah they're gonna kidnap my kid what do you want well that's why i'm here she wants to come back but she's afraid you're gonna whack her out, casino 
225,we had a deal remember that he said if it didn't work out between us that i could get my things and i could leave i mean she's only sober about two hours a day it's usually from eleven in the morning until one in the afternoon and if i gave her her money and her jewels now you know what she's gonna do she's gonna piss it all away in about a year and then where will she be where would you be then comin' right back to me right back to me or finding some other excuse to come and i i, casino 
226,routine calls they have to click off after a few minutes on the stuff involving crimes so on, casino 
227,oh god oh god okay okay i'll try i'll try how could you say that you're a beautiful woman you're destroying yourself you don't need that stuff you don't need that fuckin' leech livin' off you i know you better than you know yourself you're a tiger you're stronger than i am and when you set your mind on doing something you do it better than anybody you can do it you can do it, casino 
228,yes i yes i do that's all you care about you don't care about me at all, casino 
229,i don't need one you understand your drinking's gettin' way out of hand i'm gonna get you into a program they got plenty of good ones, casino 
230,if not for me at least for amy okay, casino 
231,you know what ace i don't give a shit i'm gettin' out of here i am listen ginger i'm tryin' to make the best of everything here you know i mean you're my wife for chrissakes uh i mean people look up to you in this town i don't know what to think, casino 
232,what what you can't make me stop caring, casino 
233,i was just tryin' to help him it's not like i'm sleeping with the guy what, casino 
234,look for my ulcer i take a half a one of these a half a one of these and that's when i have extreme pain i had a three month supply what'd you do with 'em i didn't take your pills, casino 
235,huh didn't no instead what did he say 'fuck him take him for everything he's got ', casino 
236,you remember when you called him that night when you said goodbye to him he didn't say 'don't get married i'll be right down we'll get married ' he didn't say that to you did he good so then you could tell me what the money is for, casino 
237,you're askin' me for twenty five thousand i'm not out to make you feel bad i want to just be able to trust you you now it's about trust i have to be able to trust you with my life do you understand can i trust you can i trust you can i trust you answer me can i trust you okay and you're embarrassing me why do want to make me feel so bad, casino 
238,look sam i've been independent my whole life i never had to ask anybody for anything now you're making me beg you for this well if you want a coat you got it you know that it's not the money it's just why do you want it that's all i'm askin' am i not entitled to that, casino 
239,huh well you know what now i want you to tell me i mean my wife comes to me and asks me for twenty five thousand i mean what do you want do you want a coat who's fighting i mean i'm you know tell me what it's for, casino 
240,well i mean you know i gotta ask you that's a lot of money you're not asking for a box of popcorn you know i mean well what's the difference i just need it, casino 
241,yeah twenty five thousand for yourself, casino 
242,well why don't you take it out of your account there's a lot there you get her okay well i need a lot i need more than usual, casino 
243,okay want to go with mommy they didn't know what really moved her, casino 
244,but as much as they loved her hey do you want to see this one daddy gave me all this jewelry because he loves me so much put your arm in there, casino 
245,hi nice to see you so i put two million in cash in a los angeles bank under the name of mr and mrs tom collins this was strictly my shakedown and kidnapping money, casino 
246,crooked cops and kidnappers they don't take checks all this stuff doesn't mean anything money this doesn't mean anything without trust i have to be able to trust you with my life, casino 
247,now look pay attention to me what i'm gonna tell you is very important come on can i keep this one in the house, casino 
248,you're so wonderful the jewelry's not so bad either you do whatever you want do i keep my promises or do i keep my promises, casino 
249,oh it's nice isn't it, casino 
250,it's chinchilla you're kidding my god what is it, casino 
251,want to go let's go back in yeah yeah, casino 
252,uh huh right, casino 
253,you're with me now yeah, casino 
254,i'm okay i just you just have to understand i've been with lester since i was a kid i just wanted to say goodbye i i just i don't i think i have a right to do that okay maybe you shouldn't drink so much, casino 
255,why're you crying yeah, casino 
256,just what i said you'll be set up for the rest of your life that i can promise you want to take a chance what're you what're you pitching me here, casino 
257,if it doesn't work out you know if it doesn't play out then what happens to me no i i mean that can grow as i as long as there's a mutual respect that kind of thing can grow i'm realistic i can accept that but you know what is what is love anyway it's a it's a mutual respect it's it's a devotion it's a it's a caring from one person to another and if we could set up some kind of foundation based on that mutual respect i feel that eventually you would care enough about me that i could live with that, casino 
258,i i i i care about you a but i just don't have those kind of feelings for you i'm sorry i'm not in love with you, casino 
259,you know a lot of happily married people sam 'cause i don't i'm forty three years old i don't want to wait i know you well enough to know that i really love you very much and i can't think of anybody better to be with and i don't feel like waiting anymore, casino 
260,i know i'd be a good father i know you'd be a good mother you got the wrong girl sam, casino 
261,what are you trying to handicap me we're not getting any younger don't you think it's time aren't you gettin' tired of all this shit bangin' around hustlin' around, casino 
262,good luck the ginger i knew wouldn't even look at this creep, casino 
263,she took care of the valet parkers the guys who could get you anything and take care of anything but mostly, casino 
264,pit bosses floor managers hey mitch, casino 
265,that was all bullshit she just pocketed the cash i hit a few uh games on the way back, casino 
266,hello she was a queen around the casino she brought in high rollers and helped them spread around a lot of money, casino 
267,see you ginger i'll be right back, casino 
268,i'm going to go powder my nose twenty years in order to find nothin' on me, casino 
269,we all have a past you have a past i have a past and my past is no worse than yours but you guys think you have the right to pass judgement on me stunned commissioners into the hallway where he continued his harangue until his own lawyers and friends urged him to leave, casino 
270,in a wild and unprecedented outburst that followed his gaming license denial rothstein followed several you could put 'em on your expense account, casino 
271,and hypocrisy what are you running for bob what are you running for, casino 
272,good evening everyone i'm paige novodor what should have been a routine licensing hearing turned into bedlam yesterday when the flamboyant tangiers casino executive sam yeah thanks for not callin' me a liar you son of a bitch you son of a, casino 
273,that's amazing no no no no please please please please no please, casino 
274,uh i'm very proud to say that we have eight children how many kids do you have, casino 
275,listen if you didn't know you're bein' scammed you're too fuckin' dumb to keep this job if you did know you were in on it either way you're out get out go on let's go this is not the way to treat people, casino 
276,you might regret this mr rothstein i'm firin' you no i'm not firin' i'm firin' you you, casino 
277,listen you fuckin' yokel i've had it with you i've been carryin' your ass in this place ever since i got here get your ass and get your things and get out of here i really think you're overreacting in this whole, casino 
278,i really think you're the probability on one four reel machine is a million and a half to one on three machines in a row it's in the billions it cannot happen would not happen you fuckin' momo what's the matter with you didn't you see you were bein' set up on the second win, casino 
279,well it's a casino people gotta win sometimes yes there is an infallible way they won, casino 
280,you didn't see the scam you didn't see what was goin' on well it happened so quick three guys won i didn't have a chance to call you, casino 
281,shoot it's gotta be in the millions maybe more four reels sevens across three fifteen thousand dollar jackpots do you have any idea what the odds are, casino 
282,don't thank me just do it you're the slots manager i shouldn't have to tell you this i do understand that i'll get right on it and thank you, casino 
283,all right i will i will the action is in the front not in the back bring 'em up front, casino 
284,these are our best machines they bring all the action no wonder the drop is off well, casino 
285,okay i'll what are they doin' way back there bring 'em up here where they belong you can't even see 'em over there, casino 
286,mr rothstein it won't happen again sam, casino 
287,ah yes here we are a little craps figures actual amount taken from craps tables before the skim hey hey well that's all i ask gentlemen a fair hearing, casino 
288,i mean if i can't work in vegas where am i gonna go that was nineteen years ago and they were simple gambling pinches, casino 
289,a record of the arrests worst possible time for me, casino 
290,look what they did to my hand man god, casino 
291,ye yeah so you're a righty, casino 
292,can you do it with your left hand no sir, casino 
293,no i'm just curious i saw you shuffling your checks with your right hand can you do that with both hands, casino 
294,well thank you why don't you take that fuckin' pen and shove it up you ass you fuckin' jag off i ju well it's a nice pen i just didn't know whose it was i thought it was yours i didn't want it to get lost, casino 
295,is this yours your pen what, casino 
296,thank you get out of here, casino 
297,you're fuckin' right you made a bad mistake 'cause if you come back here we catch either one of you we're gonna break your fuckin' heads and you won't walk out of here you see that fuckin' saw we're gonna use it you don't fuck around in this place you got it i'm sorry i made a bad mistake, casino 
298,i just wanna get out of here yeah thanks, casino 
299,fuckin' kids at home here get the fuck out of here don't fuck with me al don't make a fuck out of me you want to embarrass me and make a fool out of me you didn't gamble tell me you gambled the fuckin' money i'll give you the fuckin' money to put the fuckin' heat on did you gamble huh, casino 
300,no no you didn't you call yourself a man you know you're a lyin' low life motherfuckin' gambling degenerate prick you know that's what you are two small kids at home i gave you money to pay the fuckin' rent and buy groceries put the heat on you know your wife called frankie and told him the fuckin' heat's off, casino 
301,yeah a couple of guys i owe them so that's what i did i gave 'em the money that's what i did, casino 
302,i got muscled on the street mm, casino 
303,no you you want me to come over there i'll smack your face you shut up, casino 
304,shut your mouth i don't want to go to europe, casino 
305,i don't want to go to europe i want to go to see the elephant man hey you got a minute hey he's got two million in the box am i right okay you let him keep your jewels we take the cash and the only other thing he cares about huh her majesty we go to europe you dye your hair get some pl, casino 
306,well i keep layin' out my own fuckin' dough for these trips and nothin' ever comes back i mean what hell's goin' on what are we doin' over here artie no records artie what are you gonna do with records pay taxes, casino 
307,you gotta go back out there well i'm goin' all over layin' money out of my own pocket and i never get anything back what the hell's goin' on, casino 
